2018/07/02 10:30:37,0,8192
2018/07/02 10:30:47,0,8192
2018/07/02 10:30:57,0,8192
2018/07/02 10:31:07,0,8192
2018/07/02 10:31:17,1,8192
2018/07/02 10:31:27,2,8192
2018/07/02 10:31:37,6,8192
2018/07/02 10:31:47,7,8192
2018/07/02 10:31:57,10,8192
2018/07/02 10:32:07,9,8192
2018/07/02 10:32:17,11,8192
2018/07/02 10:32:27,12,8192
2018/07/02 10:32:37,16,8192
2018/07/02 10:32:47,17,8192
2018/07/02 10:32:57,20,8192
2018/07/02 10:33:07,21,8192
2018/07/02 10:33:17,22,8192
2018/07/02 10:33:27,26,8192
2018/07/02 10:33:37,26,8192
2018/07/02 10:33:47,27,8192
2018/07/02 10:33:57,29,8192
2018/07/02 10:34:07,31,8192
2018/07/02 10:34:17,33,8192
2018/07/02 10:34:27,33,8192
2018/07/02 10:34:37,33,8192
2018/07/02 10:34:47,34,8192
2018/07/02 10:34:57,37,8192
2018/07/02 10:35:07,38,8192
2018/07/02 10:35:17,39,8192
2018/07/02 10:35:27,39,8192
2018/07/02 10:35:37,39,8192
2018/07/02 10:35:47,41,8192
2018/07/02 10:35:57,42,8192
2018/07/02 10:36:07,45,8192
2018/07/02 10:36:17,46,8192
2018/07/02 10:36:27,46,8192
2018/07/02 10:36:37,50,8192
2018/07/02 10:36:47,49,8192
2018/07/02 10:36:57,48,8192
2018/07/02 10:37:07,49,8192
2018/07/02 10:37:17,50,8192
2018/07/02 10:37:27,52,8192
2018/07/02 10:37:37,53,8192
2018/07/02 10:37:47,55,8192
2018/07/02 10:37:57,57,8192
2018/07/02 10:38:07,59,8192
2018/07/02 10:38:17,60,8192
2018/07/02 10:38:27,62,8192
2018/07/02 10:38:37,65,8192
2018/07/02 10:38:47,66,8192
2018/07/02 10:38:57,66,8192
2018/07/02 10:39:07,66,8192
2018/07/02 10:39:17,68,8192
2018/07/02 10:39:27,68,8192
2018/07/02 10:39:37,69,16384
2018/07/02 10:39:47,70,16384
2018/07/02 10:39:57,70,16384
2018/07/02 10:40:07,72,16384
2018/07/02 10:40:17,74,16384
2018/07/02 10:40:27,76,16384
2018/07/02 10:40:37,79,16384
2018/07/02 10:40:47,79,16384
2018/07/02 10:40:57,78,16384
2018/07/02 10:41:07,78,16384
2018/07/02 10:41:17,78,16384
2018/07/02 10:41:27,77,16384
2018/07/02 10:41:37,78,16384
2018/07/02 10:41:47,83,16384
2018/07/02 10:41:57,87,16384
2018/07/02 10:42:07,88,16384
2018/07/02 10:42:17,92,16384
2018/07/02 10:42:27,93,16384
2018/07/02 10:42:37,94,16384
2018/07/02 10:42:47,94,16384
2018/07/02 10:42:57,97,16384
2018/07/02 10:43:07,98,16384
2018/07/02 10:43:17,99,16384
2018/07/02 10:43:27,100,16384
2018/07/02 10:43:37,102,16384
2018/07/02 10:43:47,102,16384
2018/07/02 10:43:57,102,16384
2018/07/02 10:44:07,101,16384
2018/07/02 10:44:17,102,16384
2018/07/02 10:44:27,105,16384
2018/07/02 10:44:37,109,16384
2018/07/02 10:44:47,113,16384
2018/07/02 10:44:57,112,16384
2018/07/02 10:45:07,113,16384
2018/07/02 10:45:17,119,16384
2018/07/02 10:45:27,124,20480
2018/07/02 10:45:37,129,20480
2018/07/02 10:45:47,132,20480
2018/07/02 10:45:57,133,20480
2018/07/02 10:46:07,134,20480
2018/07/02 10:46:17,135,20480
2018/07/02 10:46:27,136,20480
2018/07/02 10:46:37,137,20480
2018/07/02 10:46:47,140,20480
2018/07/02 10:46:57,141,20480
2018/07/02 10:47:07,143,20480
2018/07/02 10:47:17,145,20480
2018/07/02 10:47:27,146,20480
2018/07/02 10:47:37,145,20480
2018/07/02 10:47:47,145,20480
2018/07/02 10:47:57,146,20480
2018/07/02 10:48:07,149,20480
2018/07/02 10:48:17,156,20480
2018/07/02 10:48:27,157,20480
2018/07/02 10:48:37,158,20480
2018/07/02 10:48:47,156,20480
2018/07/02 10:48:57,157,20480
2018/07/02 10:49:07,162,20480
2018/07/02 10:49:17,166,20480
2018/07/02 10:49:27,167,20480
2018/07/02 10:49:37,175,20480
2018/07/02 10:49:47,179,20480
2018/07/02 10:49:57,180,20480
2018/07/02 10:50:07,179,20480
2018/07/02 10:50:17,184,24576
