2018/06/30 17:39:09,4
2018/06/30 17:39:15,2
2018/06/30 17:39:25,4
2018/06/30 17:39:35,4
2018/06/30 17:39:45,3
2018/06/30 17:39:55,4
2018/06/30 17:40:05,5
2018/06/30 17:40:15,4
2018/06/30 17:40:25,5
2018/06/30 17:40:35,6
2018/06/30 17:40:45,4
2018/06/30 17:40:55,6
2018/06/30 17:41:05,7
2018/06/30 17:41:15,6
2018/06/30 17:41:25,6
2018/06/30 17:41:35,8
2018/06/30 17:41:45,6
2018/06/30 17:41:55,8
2018/06/30 17:42:05,8
2018/06/30 17:42:15,8
2018/06/30 17:42:25,8
2018/06/30 17:42:35,10
2018/06/30 17:42:45,8
2018/06/30 17:42:55,10
2018/06/30 17:43:05,10
2018/06/30 17:43:15,11
2018/06/30 17:43:25,10
2018/06/30 17:43:35,11
2018/06/30 17:43:45,12
2018/06/30 17:43:55,11
2018/06/30 17:44:05,12
2018/06/30 17:44:15,13
2018/06/30 17:44:25,12
2018/06/30 17:44:35,12
2018/06/30 17:44:45,14
2018/06/30 17:44:55,12
2018/06/30 17:45:05,14
2018/06/30 17:45:15,14
2018/06/30 17:45:25,14
2018/06/30 17:45:35,14
2018/06/30 17:45:45,16
2018/06/30 17:45:55,14
2018/06/30 17:46:05,16
2018/06/30 17:46:15,16
2018/06/30 17:46:25,18
2018/06/30 17:46:35,16
2018/06/30 17:46:45,18
2018/06/30 17:46:55,18
2018/06/30 17:47:05,18
2018/06/30 17:47:15,18
2018/06/30 17:47:26,20
2018/06/30 17:47:36,18
2018/06/30 17:47:46,19
2018/06/30 17:47:56,20
2018/06/30 17:48:06,19
2018/06/30 17:48:16,20
2018/06/30 17:48:26,20
2018/06/30 17:48:36,20
2018/06/30 17:48:46,20
2018/06/30 17:48:56,22
2018/06/30 17:49:06,20
2018/06/30 17:49:16,22
2018/06/30 17:49:26,22
2018/06/30 17:49:36,23
2018/06/30 17:49:46,22
2018/06/30 17:49:56,22
2018/06/30 17:50:06,24
2018/06/30 17:50:16,22
2018/06/30 17:50:26,24
2018/06/30 17:50:36,24
2018/06/30 17:50:46,23
2018/06/30 17:50:56,24
2018/06/30 17:51:06,25
2018/06/30 17:51:16,24
2018/06/30 17:51:26,24
2018/06/30 17:51:36,26
2018/06/30 17:51:46,24
2018/06/30 17:51:56,26
2018/06/30 17:52:06,26
2018/06/30 17:52:16,26
