file_name,lzma,bz2,zlib,wavelets
client_storage/R2017_10_06/M171006_083739.lvm,926728,201832,180958,274737,1356
client_storage/R2017_10_06/M171006_082151.lvm,917685,197116,174415,268864,1100
client_storage/R2017_10_06/M171006_072858.lvm,935136,201160,192247,270896,1323
client_storage/R2017_10_06/M171006_083350.lvm,918878,201512,169380,263970,1134
client_storage/R2017_10_06/M171006_090733.lvm,918505,204916,183081,274948,1165
client_storage/R2017_10_06/M171006_052402.lvm,932544,201304,181919,267186,1144
client_storage/R2017_10_06/M171006_075640.lvm,917366,198256,171927,262270,956
client_storage/R2017_10_06/M171006_041532.lvm,929185,202260,182665,269350,1139
client_storage/R2017_10_06/M171006_090437.lvm,928130,202196,184255,271711,1295
client_storage/R2017_10_06/M171006_051616.lvm,926186,201348,184553,268548,1162
client_storage/R2017_10_06/M171006_061535.lvm,925769,199716,180582,268171,1306
client_storage/R2017_10_06/M171006_062456.lvm,930160,198180,174503,262090,1105
client_storage/R2017_10_06/M171006_042740.lvm,916681,200028,178905,267877,1137
client_storage/R2017_10_06/M171006_071739.lvm,929523,200440,178792,263924,1218
client_storage/R2017_10_06/M171006_053644.lvm,933531,202268,179452,266394,1231
client_storage/R2017_10_06/M171006_053356.lvm,931379,202096,187292,269544,1248
client_storage/R2017_10_06/M171006_065010.lvm,934900,200368,177388,266476,1143
client_storage/R2017_10_06/M171006_090713.lvm,928300,200708,186068,273382,1180
client_storage/R2017_10_06/M171006_051640.lvm,926287,213432,217140,296278,1340
client_storage/R2017_10_06/M171006_053457.lvm,933144,201400,177178,268673,1117
client_storage/R2017_10_06/M171006_085101.lvm,926836,201896,182823,271524,1230
client_storage/R2017_10_06/M171006_060513.lvm,936031,197360,181865,264047,1305
client_storage/R2017_10_06/M171006_052517.lvm,928345,202660,188001,275003,1197
client_storage/R2017_10_06/M171006_063046.lvm,932107,201232,183115,266788,1170
client_storage/R2017_10_06/M171006_081907.lvm,936722,198108,179028,264465,1265
client_storage/R2017_10_06/M171006_072953.lvm,930979,199684,186154,269404,1212
client_storage/R2017_10_06/M171006_080256.lvm,935885,200244,175936,264940,1153
client_storage/R2017_10_06/M171006_071030.lvm,935537,198416,179407,266840,1196
client_storage/R2017_10_06/M171006_063247.lvm,929188,200164,178700,266010,1124
client_storage/R2017_10_06/M171006_055738.lvm,931154,199008,174269,263085,1112
client_storage/R2017_10_06/M171006_070803.lvm,917293,199024,177502,264136,1006
client_storage/R2017_10_06/M171006_070228.lvm,919376,211312,209849,286019,1205
client_storage/R2017_10_06/M171006_062906.lvm,930088,198968,164790,257023,1090
client_storage/R2017_10_06/M171006_073732.lvm,924677,202164,180989,266553,1101
client_storage/R2017_10_06/M171006_064053.lvm,932220,201852,184984,270505,1196
client_storage/R2017_10_06/M171006_053033.lvm,933495,197016,177468,261193,1285
client_storage/R2017_10_06/M171006_083955.lvm,917319,200820,184689,266684,1086
client_storage/R2017_10_06/M171006_074104.lvm,930677,198696,169953,262999,1084
client_storage/R2017_10_06/M171006_075638.lvm,913357,200044,178429,264280,964
client_storage/R2017_10_06/M171006_073023.lvm,928773,198468,178197,263057,993
client_storage/R2017_10_06/M171006_052214.lvm,931473,198400,175814,261278,1131
client_storage/R2017_10_06/M171006_091005.lvm,925566,200680,183683,271984,1354
client_storage/R2017_10_06/M171006_062847.lvm,931809,200208,178701,265460,1129
client_storage/R2017_10_06/M171006_064500.lvm,931639,198376,181678,270150,1191
client_storage/R2017_10_06/M171006_054048.lvm,932926,201648,186175,271053,1129
client_storage/R2017_10_06/M171006_090053.lvm,921152,209768,201723,286515,1261
client_storage/R2017_10_06/M171006_060355.lvm,928276,201788,186209,271977,1223
client_storage/R2017_10_06/M171006_083137.lvm,928298,200980,180887,266686,1183
client_storage/R2017_10_06/M171006_054755.lvm,936432,193068,177139,262718,1302
client_storage/R2017_10_06/M171006_061413.lvm,933684,198608,174138,260463,1147
client_storage/R2017_10_06/M171006_063643.lvm,929416,202320,184007,268668,1204
client_storage/R2017_10_06/M171006_064702.lvm,931296,199856,177282,264479,1157
client_storage/R2017_10_06/M171006_070559.lvm,935022,198108,175402,263513,1146
client_storage/R2017_10_06/M171006_050911.lvm,927079,200956,182044,266925,1129
client_storage/R2017_10_06/M171006_062722.lvm,928241,204744,183025,273730,1289
client_storage/R2017_10_06/M171006_074936.lvm,934652,199632,184656,265450,1315
client_storage/R2017_10_06/M171006_043327.lvm,931366,205344,196905,278835,1273
client_storage/R2017_10_06/M171006_050246.lvm,936877,198604,181990,260865,1395
client_storage/R2017_10_06/M171006_090925.lvm,927538,206988,187207,277789,1318
client_storage/R2017_10_06/M171006_062314.lvm,934451,199524,173821,264688,1194
client_storage/R2017_10_06/M171006_073039.lvm,934650,203644,191527,273559,1299
client_storage/R2017_10_06/M171006_083400.lvm,920930,198988,173281,265186,1139
client_storage/R2017_10_06/M171006_084637.lvm,925372,202964,176746,268849,1155
client_storage/R2017_10_06/M171006_074123.lvm,928302,197756,170772,262234,1094
client_storage/R2017_10_06/M171006_090846.lvm,916179,200680,179517,266970,1108
client_storage/R2017_10_06/M171006_054324.lvm,926676,201272,182248,269368,1166
client_storage/R2017_10_06/M171006_081123.lvm,923427,202672,185483,271250,1154
client_storage/R2017_10_06/M171006_071709.lvm,929558,203284,189203,273416,1269
client_storage/R2017_10_06/M171006_072932.lvm,936213,193444,177901,261180,1162
client_storage/R2017_10_06/M171006_062011.lvm,930019,198992,183171,271362,1258
client_storage/R2017_10_06/M171006_052251.lvm,929992,202020,182271,267840,1231
client_storage/R2017_10_06/M171006_062024.lvm,929792,201876,181381,266340,1280
client_storage/R2017_10_06/M171006_081803.lvm,931563,204456,189763,274395,1277
client_storage/R2017_10_06/M171006_082241.lvm,930909,198836,168883,257335,1067
client_storage/R2017_10_06/M171006_073957.lvm,924425,200092,184216,269244,1312
client_storage/R2017_10_06/M171006_061005.lvm,930072,203536,189226,273130,1269
client_storage/R2017_10_06/M171006_071419.lvm,925564,202284,181308,269258,963
client_storage/R2017_10_06/M171006_090218.lvm,920599,214096,207274,289813,1274
client_storage/R2017_10_06/M171006_055750.lvm,935536,197380,177539,262865,1221
client_storage/R2017_10_06/M171006_043325.lvm,931720,203572,198834,278701,1218
client_storage/R2017_10_06/M171006_071115.lvm,931006,201168,177463,264908,1156
client_storage/R2017_10_06/M171006_074149.lvm,936285,201896,187395,268689,1309
client_storage/R2017_10_06/M171006_081320.lvm,933848,197036,183298,264850,1252
client_storage/R2017_10_06/M171006_044829.lvm,928513,200712,183012,268744,1229
client_storage/R2017_10_06/M171006_075203.lvm,935877,198680,176222,260163,1300
client_storage/R2017_10_06/M171006_052225.lvm,934395,198040,178600,259540,1186
client_storage/R2017_10_06/M171006_072943.lvm,935594,198452,182222,262082,1185
client_storage/R2017_10_06/M171006_063505.lvm,933040,200192,180925,268012,1147
client_storage/R2017_10_06/M171006_083332.lvm,918838,203872,184274,274118,1220
client_storage/R2017_10_06/M171006_064515.lvm,932059,203432,181190,268427,1206
client_storage/R2017_10_06/M171006_072749.lvm,936504,198756,177822,261909,1336
client_storage/R2017_10_06/M171006_085019.lvm,926766,202372,185555,275298,1204
client_storage/R2017_10_06/M171006_081747.lvm,936539,194804,178301,260567,1232
client_storage/R2017_10_06/M171006_080904.lvm,934237,197496,182255,267152,1136
client_storage/R2017_10_06/M171006_063615.lvm,929762,206084,196592,277417,1330
client_storage/R2017_10_06/M171006_053744.lvm,935820,199108,185619,269853,1351
client_storage/R2017_10_06/M171006_083619.lvm,924186,204376,187110,275102,1163
client_storage/R2017_10_06/M171006_020629.lvm,924618,213032,212350,292373,1318
client_storage/R2017_10_06/M171006_070702.lvm,932024,199460,185224,271156,1280
client_storage/R2017_10_06/M171006_081807.lvm,932382,202936,179414,271095,1250
client_storage/R2017_10_06/M171006_041058.lvm,933557,199384,181440,266242,1193
client_storage/R2017_10_06/M171006_081450.lvm,925432,210544,206263,288294,1255
client_storage/R2017_10_06/M171006_090145.lvm,927821,203776,189056,275668,1336
client_storage/R2017_10_06/M171006_065301.lvm,924570,200052,180618,267819,1155
client_storage/R2017_10_06/M171006_070519.lvm,929238,204576,183321,272442,1076
client_storage/R2017_10_06/M171006_060403.lvm,930317,201204,181952,269297,1213
client_storage/R2017_10_06/M171006_073932.lvm,921074,199928,179603,267794,990
client_storage/R2017_10_06/M171006_083030.lvm,929794,201320,179595,267960,1300
client_storage/R2017_10_06/M171006_055049.lvm,935796,200368,180083,265849,1217
client_storage/R2017_10_06/M171006_090917.lvm,927921,204668,186136,272922,1324
client_storage/R2017_10_06/M171006_060620.lvm,930223,204544,179865,270386,1153
client_storage/R2017_10_06/M171006_053119.lvm,928219,204896,188685,274247,1242
client_storage/R2017_10_06/M171006_063758.lvm,933096,201784,177185,265597,1274
client_storage/R2017_10_06/M171006_085720.lvm,930263,198240,169611,260775,1035
client_storage/R2017_10_06/M171006_075434.lvm,907359,203744,192746,276129,1100
client_storage/R2017_10_06/M171006_082915.lvm,928221,202864,181310,269877,1160
client_storage/R2017_10_06/M171006_062602.lvm,932445,198892,183304,270894,1259
client_storage/R2017_10_06/M171006_062349.lvm,932423,198208,181851,264132,1235
client_storage/R2017_10_06/M171006_061515.lvm,932330,198644,184381,265299,1122
client_storage/R2017_10_06/M171006_054026.lvm,932291,199476,181361,267584,1093
client_storage/R2017_10_06/M171006_060456.lvm,931473,198748,183504,268265,1283
client_storage/R2017_10_06/M171006_071656.lvm,930378,200620,178462,268484,1220
client_storage/R2017_10_06/M171006_070808.lvm,926285,201652,179700,267246,975
client_storage/R2017_10_06/M171006_073527.lvm,928491,210584,202190,284549,1182
client_storage/R2017_10_06/M171006_073027.lvm,935147,200636,177370,265807,1127
client_storage/R2017_10_06/M171006_071638.lvm,929432,204520,190525,273833,1270
client_storage/R2017_10_06/M171006_084114.lvm,917261,201956,175858,270989,1171
client_storage/R2017_10_06/M171006_023648.lvm,932810,202804,186570,271683,1213
client_storage/R2017_10_06/M171006_084838.lvm,916796,201648,178872,269024,1115
client_storage/R2017_10_06/M171006_023837.lvm,926585,204160,180497,271289,1240
client_storage/R2017_10_06/M171006_085855.lvm,920918,203884,179001,269386,1123
client_storage/R2017_10_06/M171006_045216.lvm,932730,196080,170920,257630,1065
client_storage/R2017_10_06/M171006_053203.lvm,931457,197980,177943,268421,1190
client_storage/R2017_10_06/M171006_074436.lvm,917458,198860,180921,267187,1136
client_storage/R2017_10_06/M171006_084928.lvm,917686,204424,181577,272929,1146
client_storage/R2017_10_06/M171006_065813.lvm,935602,199672,184808,270327,1178
client_storage/R2017_10_06/M171006_071711.lvm,925928,200648,170087,266340,1223
client_storage/R2017_10_06/M171006_085646.lvm,922276,204032,189151,276344,1205
client_storage/R2017_10_06/M171006_061952.lvm,935002,197504,176880,261899,1275
client_storage/R2017_10_06/M171006_065355.lvm,936339,197404,175458,262764,1159
client_storage/R2017_10_06/M171006_005635.lvm,942693,198748,183370,265864,1077
client_storage/R2017_10_06/M171006_062116.lvm,930702,198720,181897,267831,1265
client_storage/R2017_10_06/M171006_050915.lvm,927483,201528,183127,267459,1256
client_storage/R2017_10_06/M171006_080623.lvm,922725,212388,213379,293227,1312
client_storage/R2017_10_06/M171006_065051.lvm,919491,196144,175320,265220,1085
client_storage/R2017_10_06/M171006_074656.lvm,928110,202552,181123,270841,1107
client_storage/R2017_10_06/M171006_070525.lvm,929264,200216,181423,268087,1055
client_storage/R2017_10_06/M171006_084250.lvm,925243,202740,175937,267466,1181
client_storage/R2017_10_06/M171006_061312.lvm,933733,196060,181474,262255,1229
client_storage/R2017_10_06/M171006_063219.lvm,928531,202368,180663,267882,1157
client_storage/R2017_10_06/M171006_062637.lvm,936768,193364,176706,261171,1355
client_storage/R2017_10_06/M171006_063528.lvm,929523,200640,180458,267527,1136
client_storage/R2017_10_06/M171006_071320.lvm,936991,194552,175081,259789,1332
client_storage/R2017_10_06/M171006_065723.lvm,925836,198856,179251,268054,1072
client_storage/R2017_10_06/M171006_063647.lvm,931139,204256,191929,274772,1247
client_storage/R2017_10_06/M171006_071422.lvm,925669,199412,179692,267693,1005
client_storage/R2017_10_06/M171006_051333.lvm,919786,212592,206080,289118,1265
client_storage/R2017_10_06/M171006_051925.lvm,928951,201144,182515,273208,1137
client_storage/R2017_10_06/M171006_085332.lvm,925328,203712,183522,271109,1183
client_storage/R2017_10_06/M171006_055722.lvm,932622,200596,179475,267992,1151
client_storage/R2017_10_06/M171006_070259.lvm,933092,196800,180571,263803,1170
client_storage/R2017_10_06/M171006_062253.lvm,933965,200928,177653,265506,1270
client_storage/R2017_10_06/M171006_045131.lvm,926285,200964,176414,263605,1129
client_storage/R2017_10_06/M171006_071451.lvm,922361,209372,199571,285349,1239
client_storage/R2017_10_06/M171006_015918.lvm,930923,200648,176986,267217,1088
client_storage/R2017_10_06/M171006_081037.lvm,936504,195360,173982,263204,1218
client_storage/R2017_10_06/M171006_063507.lvm,934645,199660,175328,265145,1146
client_storage/R2017_10_06/M171006_075654.lvm,933800,200632,180099,265831,1119
client_storage/R2017_10_06/M171006_002120.lvm,930992,200760,177172,264382,956
client_storage/R2017_10_06/M171006_085010.lvm,924293,205028,192061,277453,1237
client_storage/R2017_10_06/M171006_065931.lvm,929948,203200,178452,267927,1229
client_storage/R2017_10_06/M171006_070105.lvm,931683,200232,184002,267010,1146
client_storage/R2017_10_06/M171006_082017.lvm,933713,202764,184015,270381,1217
client_storage/R2017_10_06/M171006_042212.lvm,930514,199236,184773,270585,1151
client_storage/R2017_10_06/M171006_090113.lvm,931022,203476,192552,273460,1291
client_storage/R2017_10_06/M171006_035457.lvm,929019,201780,182934,271536,1148
client_storage/R2017_10_06/M171006_050629.lvm,926350,212540,209069,289442,1189
client_storage/R2017_10_06/M171006_080137.lvm,933363,203264,181265,266677,1223
client_storage/R2017_10_06/M171006_021933.lvm,924347,200520,182939,270581,1128
client_storage/R2017_10_06/M171006_084258.lvm,919790,204324,183650,273531,1110
client_storage/R2017_10_06/M171006_055413.lvm,936476,193268,179770,259329,1383
client_storage/R2017_10_06/M171006_081156.lvm,937265,194816,180744,263558,1304
client_storage/R2017_10_06/M171006_054836.lvm,935564,200612,183296,264167,1302
client_storage/R2017_10_06/M171006_071240.lvm,933448,200108,179767,266157,1278
client_storage/R2017_10_06/M171006_032708.lvm,924774,208064,196353,279136,1138
client_storage/R2017_10_06/M171006_075643.lvm,930930,205548,196584,275410,1130
client_storage/R2017_10_06/M171006_065036.lvm,919268,205052,191003,275130,1157
client_storage/R2017_10_06/M171006_061106.lvm,933343,201940,182712,268264,1149
client_storage/R2017_10_06/M171006_071928.lvm,931322,198484,174869,261737,1125
client_storage/R2017_10_06/M171006_044410.lvm,927924,199712,178565,265017,1250
client_storage/R2017_10_06/M171006_060712.lvm,926410,197512,178037,268538,1163
client_storage/R2017_10_06/M171006_084354.lvm,926282,202568,187330,273312,1292
client_storage/R2017_10_06/M171006_083315.lvm,920016,209956,203348,284053,1252
client_storage/R2017_10_06/M171006_052849.lvm,934087,200264,182662,263605,1202
client_storage/R2017_10_06/M171006_075513.lvm,935103,198316,177446,264230,1138
client_storage/R2017_10_06/M171006_085907.lvm,919745,203260,187282,272828,1205
client_storage/R2017_10_06/M171006_082154.lvm,919002,201492,179641,272238,1115
client_storage/R2017_10_06/M171006_065549.lvm,929616,203176,178866,266565,1117
client_storage/R2017_10_06/M171006_051359.lvm,921203,202672,184786,271866,1105
client_storage/R2017_10_06/M171006_052135.lvm,933099,199460,175462,261364,1198
client_storage/R2017_10_06/M171006_070014.lvm,931490,196592,175275,265977,1087
client_storage/R2017_10_06/M171006_090957.lvm,921296,200100,181634,273651,1255
client_storage/R2017_10_06/M171006_083628.lvm,926006,202712,187673,278254,1337
client_storage/R2017_10_06/M171006_081552.lvm,932682,200816,182783,269579,1116
client_storage/R2017_10_06/M171006_084132.lvm,931816,201116,188032,271222,1256
client_storage/R2017_10_06/M171006_073059.lvm,933893,199640,182102,267495,1157
client_storage/R2017_10_06/M171006_084818.lvm,926221,201188,180955,273935,1278
client_storage/R2017_10_06/M171006_060003.lvm,923604,199628,182124,271719,1163
client_storage/R2017_10_06/M171006_071644.lvm,934805,197036,183661,268488,1290
client_storage/R2017_10_06/M171006_063215.lvm,929779,199496,181855,267552,1169
client_storage/R2017_10_06/M171006_035154.lvm,934878,200968,176172,268140,1123
client_storage/R2017_10_06/M171006_074512.lvm,914542,211288,202335,284009,1256
client_storage/R2017_10_06/M171006_080944.lvm,924782,202372,181975,268514,960
client_storage/R2017_10_06/M171006_063155.lvm,933796,200684,182326,265617,1212
client_storage/R2017_10_06/M171006_043052.lvm,923481,217052,217252,295614,1167
client_storage/R2017_10_06/M171006_080242.lvm,931739,198336,173519,261214,1053
client_storage/R2017_10_06/M171006_040056.lvm,924884,207544,194214,278129,1042
client_storage/R2017_10_06/M171006_081957.lvm,932235,198328,172342,262497,962
client_storage/R2017_10_06/M171006_053719.lvm,927747,198964,175824,265135,1252
client_storage/R2017_10_06/M171006_034917.lvm,932152,196844,174548,265278,1196
client_storage/R2017_10_06/M171006_062409.lvm,925581,207120,196652,276980,1207
client_storage/R2017_10_06/M171006_060130.lvm,932543,200948,188327,271478,1274
client_storage/R2017_10_06/M171006_061434.lvm,927489,203792,179788,268707,1144
client_storage/R2017_10_06/M171006_050511.lvm,936030,201120,190640,269090,1247
client_storage/R2017_10_06/M171006_053137.lvm,933537,199292,176477,263854,1229
client_storage/R2017_10_06/M171006_054940.lvm,932641,202616,183174,273218,1296
client_storage/R2017_10_06/M171006_020622.lvm,929489,211560,208671,285295,1313
client_storage/R2017_10_06/M171006_054130.lvm,930384,196860,178339,265118,1056
client_storage/R2017_10_06/M171006_052044.lvm,934254,198152,179058,260205,1295
client_storage/R2017_10_06/M171006_045646.lvm,934243,202404,185813,269810,1308
client_storage/R2017_10_06/M171006_083420.lvm,927701,204892,184439,270860,1164
client_storage/R2017_10_06/M171006_084636.lvm,918384,202092,177123,268999,1180
client_storage/R2017_10_06/M171006_054610.lvm,929305,205252,192388,274295,1251
client_storage/R2017_10_06/M171006_051247.lvm,928317,202420,185768,272437,1144
client_storage/R2017_10_06/M171006_062919.lvm,930004,195372,178325,260691,1013
client_storage/R2017_10_06/M171006_085205.lvm,927554,218792,220697,300836,1320
client_storage/R2017_10_06/M171006_071110.lvm,931150,202192,180216,268256,1195
client_storage/R2017_10_06/M171006_060731.lvm,927527,198244,173764,265686,1190
client_storage/R2017_10_06/M171006_063355.lvm,935372,200500,183132,263440,1345
client_storage/R2017_10_06/M171006_074243.lvm,936339,194480,170219,256668,1178
client_storage/R2017_10_06/M171006_013602.lvm,933068,198148,178060,267096,1107
client_storage/R2017_10_06/M171006_052949.lvm,933092,198980,176116,262338,1232
client_storage/R2017_10_06/M171006_011411.lvm,935018,198820,181668,269061,1211
client_storage/R2017_10_06/M171006_071744.lvm,931448,201424,183047,268928,1136
client_storage/R2017_10_06/M171006_031811.lvm,934894,196508,182837,267352,1301
client_storage/R2017_10_06/M171006_052704.lvm,932877,197296,182155,266506,1144
client_storage/R2017_10_06/M171006_080312.lvm,935424,195488,174048,260518,1356
client_storage/R2017_10_06/M171006_085628.lvm,916692,211904,203941,286486,1282
client_storage/R2017_10_06/M171006_062058.lvm,930757,200504,171574,265267,1235
client_storage/R2017_10_06/M171006_072813.lvm,927271,205944,197821,278089,1179
client_storage/R2017_10_06/M171006_064716.lvm,934610,212636,209281,290690,1430
client_storage/R2017_10_06/M171006_033643.lvm,928692,201288,177263,267985,1104
client_storage/R2017_10_06/M171006_050938.lvm,923655,208916,196916,281782,1149
client_storage/R2017_10_06/M171006_064407.lvm,933747,199632,184007,267999,1267
client_storage/R2017_10_06/M171006_073823.lvm,925078,195648,177805,262515,1124
client_storage/R2017_10_06/M171006_063702.lvm,930845,202408,180376,268065,1185
client_storage/R2017_10_06/M171006_023007.lvm,928640,201376,180923,267762,1111
client_storage/R2017_10_06/M171006_065738.lvm,933489,199392,187860,267803,1152
client_storage/R2017_10_06/M171006_041451.lvm,930616,201824,178181,267150,1284
client_storage/R2017_10_06/M171006_064816.lvm,921005,203004,186331,270699,1089
client_storage/R2017_10_06/M171006_065322.lvm,928381,199668,178057,265070,1128
client_storage/R2017_10_06/M171006_054819.lvm,929754,198988,173094,265061,1152
client_storage/R2017_10_06/M171006_081147.lvm,933709,193240,179119,259559,1168
client_storage/R2017_10_06/M171006_004712.lvm,929372,205088,187974,273500,994
client_storage/R2017_10_06/M171006_072938.lvm,936190,194896,178578,261848,1264
client_storage/R2017_10_06/M171006_082328.lvm,922765,212228,210956,286631,1235
client_storage/R2017_10_06/M171006_085141.lvm,925147,204432,185477,277059,1212
client_storage/R2017_10_06/M171006_073706.lvm,918408,200016,175857,270133,1155
client_storage/R2017_10_06/M171006_053729.lvm,932629,198280,177309,267467,1213
client_storage/R2017_10_06/M171006_072648.lvm,931208,196828,177182,259899,969
client_storage/R2017_10_06/M171006_060845.lvm,927787,200660,176673,266678,1173
client_storage/R2017_10_06/M171006_074920.lvm,934908,200876,185937,266646,1308
client_storage/R2017_10_06/M171006_090536.lvm,930305,197908,175646,265257,1171
client_storage/R2017_10_06/M171006_050852.lvm,935562,198132,181845,264488,1245
client_storage/R2017_10_06/M171006_065748.lvm,926388,198564,176249,264344,1119
client_storage/R2017_10_06/M171006_022941.lvm,929114,202872,181015,267486,1177
client_storage/R2017_10_06/M171006_072820.lvm,932982,198548,180622,262680,1108
client_storage/R2017_10_06/M171006_042254.lvm,928594,203476,179196,270091,1126
client_storage/R2017_10_06/M171006_044555.lvm,933325,200264,180637,265890,1150
client_storage/R2017_10_06/M171006_071002.lvm,929807,210988,201725,286474,1370
client_storage/R2017_10_06/M171006_084001.lvm,918191,199536,181285,264760,1028
client_storage/R2017_10_06/M171006_070530.lvm,929610,199604,183184,272648,1117
client_storage/R2017_10_06/M171006_082120.lvm,924810,210920,202467,287558,1208
client_storage/R2017_10_06/M171006_064751.lvm,930909,202788,181123,267246,1163
client_storage/R2017_10_06/M171006_081720.lvm,935879,193092,178149,260484,1292
client_storage/R2017_10_06/M171006_072919.lvm,935770,200136,188007,270719,1225
client_storage/R2017_10_06/M171006_061542.lvm,926592,201764,188314,272048,1311
client_storage/R2017_10_06/M171006_070319.lvm,934168,200120,181042,266517,1313
client_storage/R2017_10_06/M171006_084940.lvm,912645,199648,177203,267405,1183
client_storage/R2017_10_06/M171006_070545.lvm,926517,212960,205788,286854,1205
client_storage/R2017_10_06/M171006_041812.lvm,926296,199800,173672,264017,1190
client_storage/R2017_10_06/M171006_061422.lvm,935320,199572,176284,261564,1236
client_storage/R2017_10_06/M171006_083347.lvm,919859,204304,179682,269786,1173
client_storage/R2017_10_06/M171006_064457.lvm,930969,204048,182935,273026,1227
client_storage/R2017_10_06/M171006_045642.lvm,932224,214140,213848,297028,1400
client_storage/R2017_10_06/M171006_064525.lvm,930732,199204,177338,266991,1220
client_storage/R2017_10_06/M171006_061540.lvm,926123,203040,187581,274443,1199
client_storage/R2017_10_06/M171006_090130.lvm,925192,209816,192446,282608,1216
client_storage/R2017_10_06/M171006_084040.lvm,914071,202692,177525,269786,1325
client_storage/R2017_10_06/M171006_084347.lvm,928209,203040,183688,272867,1178
client_storage/R2017_10_06/M171006_060936.lvm,930634,202228,187696,274948,1246
client_storage/R2017_10_06/M171006_090255.lvm,918610,201948,177267,269498,1151
client_storage/R2017_10_06/M171006_074152.lvm,936255,199420,182952,262930,1333
client_storage/R2017_10_06/M171006_080425.lvm,932871,200240,177815,264206,1113
client_storage/R2017_10_06/M171006_063526.lvm,928474,200368,180006,268046,1262
client_storage/R2017_10_06/M171006_053058.lvm,928165,202636,184035,273360,1237
client_storage/R2017_10_06/M171006_074535.lvm,918731,199040,174777,265466,1114
client_storage/R2017_10_06/M171006_064512.lvm,932808,202288,184504,270011,1190
client_storage/R2017_10_06/M171006_073830.lvm,925263,200252,178725,264898,1114
client_storage/R2017_10_06/M171006_054707.lvm,927923,201048,183548,268409,1258
client_storage/R2017_10_06/M171006_050552.lvm,935395,195828,176890,259749,1194
client_storage/R2017_10_06/M171006_052521.lvm,925733,210732,199828,284039,1201
client_storage/R2017_10_06/M171006_051447.lvm,931781,200812,185297,267600,1149
client_storage/R2017_10_06/M171006_063305.lvm,936148,198036,177911,260762,1186
client_storage/R2017_10_06/M171006_090858.lvm,920551,203708,184811,270850,1174
client_storage/R2017_10_06/M171006_053938.lvm,929191,198224,173384,262979,1112
client_storage/R2017_10_06/M171006_074950.lvm,925310,203936,176951,271110,1089
client_storage/R2017_10_06/M171006_062432.lvm,933378,200676,176637,263795,1190
client_storage/R2017_10_06/M171006_053339.lvm,931764,200372,184066,270584,1300
client_storage/R2017_10_06/M171006_061139.lvm,935189,201144,182697,267627,1209
client_storage/R2017_10_06/M171006_064230.lvm,926520,199948,184956,272594,1289
client_storage/R2017_10_06/M171006_074017.lvm,934393,194856,181437,263248,1219
client_storage/R2017_10_06/M171006_034431.lvm,932297,199668,186876,266849,1088
client_storage/R2017_10_06/M171006_071213.lvm,928897,200472,177259,268916,1255
client_storage/R2017_10_06/M171006_070403.lvm,925884,199080,176489,262816,1167
client_storage/R2017_10_06/M171006_073555.lvm,931653,202696,182596,272154,1253
client_storage/R2017_10_06/M171006_050249.lvm,935140,198412,177585,260948,1264
client_storage/R2017_10_06/M171006_062955.lvm,931801,200960,178999,266869,1218
client_storage/R2017_10_06/M171006_050601.lvm,929909,199372,174468,265976,1157
client_storage/R2017_10_06/M171006_062032.lvm,928898,197776,176814,264113,1223
client_storage/R2017_10_06/M171006_051950.lvm,935223,203316,186114,270452,1320
client_storage/R2017_10_06/M171006_063239.lvm,932305,200700,184526,268133,1146
client_storage/R2017_10_06/M171006_090927.lvm,932024,204008,188907,273906,1340
client_storage/R2017_10_06/M171006_090621.lvm,928711,204164,183519,272441,1311
client_storage/R2017_10_06/M171006_090742.lvm,915592,201856,176629,270766,1226
client_storage/R2017_10_06/M171006_034805.lvm,933001,200968,179319,270249,1055
client_storage/R2017_10_06/M171006_073603.lvm,931425,203416,189001,272028,1268
client_storage/R2017_10_06/M171006_043211.lvm,931278,199504,179457,267378,1267
client_storage/R2017_10_06/M171006_090502.lvm,927187,201672,186710,274742,1345
client_storage/R2017_10_06/M171006_084211.lvm,931948,199920,177828,264310,1198
client_storage/R2017_10_06/M171006_004514.lvm,929113,210676,201336,285117,1027
client_storage/R2017_10_06/M171006_080821.lvm,936460,199620,177068,261254,1351
client_storage/R2017_10_06/M171006_042116.lvm,919488,202048,175339,267573,1086
client_storage/R2017_10_06/M171006_070001.lvm,930700,201088,186442,272539,1156
client_storage/R2017_10_06/M171006_074056.lvm,934139,197996,184209,267467,1180
client_storage/R2017_10_06/M171006_051633.lvm,927134,215576,220762,297521,1351
client_storage/R2017_10_06/M171006_090756.lvm,915626,201440,182730,271598,1231
client_storage/R2017_10_06/M171006_065733.lvm,933325,203380,186959,270923,1260
client_storage/R2017_10_06/M171006_055225.lvm,928803,205416,185931,275105,1163
client_storage/R2017_10_06/M171006_070739.lvm,934723,203016,189023,270260,1228
client_storage/R2017_10_06/M171006_061659.lvm,933713,200612,179999,263724,1227
client_storage/R2017_10_06/M171006_072841.lvm,935963,198448,176110,260215,1248
client_storage/R2017_10_06/M171006_081302.lvm,934644,197072,175041,258133,1244
client_storage/R2017_10_06/M171006_074157.lvm,937178,199436,183769,265172,1376
client_storage/R2017_10_06/M171006_083159.lvm,931367,203412,187549,272048,1240
client_storage/R2017_10_06/M171006_054723.lvm,931973,199164,177679,265691,1153
client_storage/R2017_10_06/M171006_041014.lvm,926736,200800,181906,271429,1252
client_storage/R2017_10_06/M171006_044728.lvm,932197,196944,177669,267060,1094
