file_name,lzma,bz2,zlib,wavelets
client_storage/R2017_10_06/M171006_070431.lvm,933765,200832,176025,262513,1153
client_storage/R2017_10_06/M171006_081620.lvm,935964,197808,182976,262641,1384
client_storage/R2017_10_06/M171006_061621.lvm,933491,199244,181901,265024,1275
client_storage/R2017_10_06/M171006_060527.lvm,933741,199504,185428,268786,1278
client_storage/R2017_10_06/M171006_082956.lvm,927690,200020,183155,271792,1282
client_storage/R2017_10_06/M171006_043258.lvm,931452,205472,196859,279249,1332
client_storage/R2017_10_06/M171006_084554.lvm,924526,201044,180338,268806,1154
client_storage/R2017_10_06/M171006_082221.lvm,924233,197516,182508,272278,1149
client_storage/R2017_10_06/M171006_074814.lvm,935607,198304,178848,261999,1129
client_storage/R2017_10_06/M171006_063815.lvm,931940,204740,184442,271188,1252
client_storage/R2017_10_06/M171006_065238.lvm,931333,200860,183242,268746,1162
client_storage/R2017_10_06/M171006_081114.lvm,933272,199088,180334,267365,1220
client_storage/R2017_10_06/M171006_063114.lvm,934946,197976,185354,267826,1253
client_storage/R2017_10_06/M171006_083021.lvm,928581,201280,178727,273323,1322
client_storage/R2017_10_06/M171006_053024.lvm,929834,201624,178940,267306,1174
client_storage/R2017_10_06/M171006_013421.lvm,931272,202584,178062,268215,1092
client_storage/R2017_10_06/M171006_053235.lvm,935257,200728,186117,266571,1309
client_storage/R2017_10_06/M171006_071852.lvm,934728,197612,185542,264261,1301
client_storage/R2017_10_06/M171006_070054.lvm,929519,199536,184387,268358,1136
client_storage/R2017_10_06/M171006_053000.lvm,930816,201376,178610,269568,1203
client_storage/R2017_10_06/M171006_053942.lvm,929754,205524,185639,273238,1148
client_storage/R2017_10_06/M171006_063651.lvm,931410,201044,178261,266185,1196
client_storage/R2017_10_06/M171006_042529.lvm,913529,206664,196782,278911,1171
client_storage/R2017_10_06/M171006_025653.lvm,920939,202172,174683,267814,1148
client_storage/R2017_10_06/M171006_032555.lvm,928813,199848,177726,265083,1088
client_storage/R2017_10_06/M171006_084855.lvm,916805,201028,178066,270391,1131
client_storage/R2017_10_06/M171006_035815.lvm,926409,211112,199844,284224,1083
client_storage/R2017_10_06/M171006_070709.lvm,931293,201660,185872,269828,1269
client_storage/R2017_10_06/M171006_065706.lvm,933580,198804,175048,263342,1126
client_storage/R2017_10_06/M171006_060804.lvm,932647,198392,182687,268773,1222
client_storage/R2017_10_06/M171006_073358.lvm,936434,196616,180517,262972,1297
client_storage/R2017_10_06/M171006_065529.lvm,932356,197076,181564,264159,1167
client_storage/R2017_10_06/M171006_062226.lvm,933493,198268,171208,262168,1127
client_storage/R2017_10_06/M171006_041402.lvm,932940,200136,181758,265143,1165
client_storage/R2017_10_06/M171006_054549.lvm,927648,196940,176874,266277,1187
client_storage/R2017_10_06/M171006_050235.lvm,936293,197772,178037,259269,1310
client_storage/R2017_10_06/M171006_070943.lvm,931572,200760,182310,268603,1284
client_storage/R2017_10_06/M171006_075802.lvm,934046,196640,183392,264914,1224
client_storage/R2017_10_06/M171006_051828.lvm,923620,213140,210189,292066,1180
client_storage/R2017_10_06/M171006_065625.lvm,933255,201748,182643,269957,1216
client_storage/R2017_10_06/M171006_090445.lvm,930251,201652,184835,271338,1207
client_storage/R2017_10_06/M171006_082024.lvm,935703,195272,182184,261934,1200
client_storage/R2017_10_06/M171006_070450.lvm,930072,200364,180576,268682,1133
client_storage/R2017_10_06/M171006_063133.lvm,928184,199960,175829,264719,1119
client_storage/R2017_10_06/M171006_063011.lvm,934455,200280,181182,267093,1196
client_storage/R2017_10_06/M171006_060721.lvm,928324,202484,188366,274525,1220
client_storage/R2017_10_06/M171006_062642.lvm,934198,200068,176331,266096,1227
client_storage/R2017_10_06/M171006_072855.lvm,936244,198388,181751,263345,1156
client_storage/R2017_10_06/M171006_034913.lvm,931589,201000,180255,269479,1108
client_storage/R2017_10_06/M171006_075452.lvm,932462,202076,186430,268765,1138
client_storage/R2017_10_06/M171006_062521.lvm,924929,204612,184900,273078,1089
client_storage/R2017_10_06/M171006_060942.lvm,931503,204040,185763,273922,1299
client_storage/R2017_10_06/M171006_044703.lvm,927867,216164,215685,294635,1219
client_storage/R2017_10_06/M171006_050522.lvm,936357,198080,180078,264041,1251
client_storage/R2017_10_06/M171006_073311.lvm,933428,199328,175307,260443,1156
client_storage/R2017_10_06/M171006_061629.lvm,935366,198244,174297,260850,1188
client_storage/R2017_10_06/M171006_042102.lvm,919215,202504,180337,267737,1133
client_storage/R2017_10_06/M171006_052741.lvm,936853,194812,176783,258920,1354
client_storage/R2017_10_06/M171006_085725.lvm,928382,202032,182013,270997,1235
client_storage/R2017_10_06/M171006_091014.lvm,925946,203672,188150,277156,1368
client_storage/R2017_10_06/M171006_055511.lvm,925292,201360,175400,268428,1087
client_storage/R2017_10_06/M171006_083433.lvm,929122,201196,184984,268637,1311
client_storage/R2017_10_06/M171006_084239.lvm,926584,203816,184159,273724,1181
client_storage/R2017_10_06/M171006_084356.lvm,925711,203740,188376,275267,1399
client_storage/R2017_10_06/M171006_080131.lvm,930331,199404,172345,260180,1092
client_storage/R2017_10_06/M171006_052916.lvm,930896,199104,176564,263211,1117
client_storage/R2017_10_06/M171006_004320.lvm,931514,200484,181005,267839,944
client_storage/R2017_10_06/M171006_070611.lvm,931399,202464,177183,266394,1272
client_storage/R2017_10_06/M171006_055554.lvm,934859,199088,177642,262335,1304
client_storage/R2017_10_06/M171006_090547.lvm,932064,202424,183720,268526,1297
client_storage/R2017_10_06/M171006_074145.lvm,935071,202356,183494,265324,1308
client_storage/R2017_10_06/M171006_090415.lvm,923113,204424,187451,274548,1182
client_storage/R2017_10_06/M171006_062146.lvm,930290,199964,175553,264070,1123
client_storage/R2017_10_06/M171006_051851.lvm,924648,213700,207432,290327,1246
client_storage/R2017_10_06/M171006_063347.lvm,932213,197976,181251,268439,1198
client_storage/R2017_10_06/M171006_073250.lvm,935220,198476,176592,262719,1230
client_storage/R2017_10_06/M171006_040955.lvm,928640,199264,175216,267829,1162
client_storage/R2017_10_06/M171006_085551.lvm,930862,200232,185408,272186,1203
client_storage/R2017_10_06/M171006_075912.lvm,927589,198724,171882,261961,1093
client_storage/R2017_10_06/M171006_051736.lvm,924666,197404,183264,266684,1204
client_storage/R2017_10_06/M171006_083632.lvm,928372,203172,185370,278051,1244
client_storage/R2017_10_06/M171006_065230.lvm,926398,202956,181791,272789,1152
client_storage/R2017_10_06/M171006_083439.lvm,928317,201096,183464,268737,1254
client_storage/R2017_10_06/M171006_074928.lvm,931563,199508,170535,262097,1248
client_storage/R2017_10_06/M171006_070553.lvm,927574,201952,182078,268400,979
client_storage/R2017_10_06/M171006_090830.lvm,917613,202864,191365,274319,1236
client_storage/R2017_10_06/M171006_083642.lvm,922523,206744,192661,280549,1212
client_storage/R2017_10_06/M171006_061650.lvm,930408,197464,175780,268163,1170
client_storage/R2017_10_06/M171006_042126.lvm,919441,201344,175328,265361,1084
client_storage/R2017_10_06/M171006_083812.lvm,928232,203432,186963,274248,1201
client_storage/R2017_10_06/M171006_062938.lvm,926613,200008,181034,268977,1173
client_storage/R2017_10_06/M171006_010306.lvm,943643,197504,179648,267006,1125
client_storage/R2017_10_06/M171006_061348.lvm,929126,199864,178906,269558,1201
client_storage/R2017_10_06/M171006_070201.lvm,932323,197408,181690,267357,1176
client_storage/R2017_10_06/M171006_075132.lvm,924843,198692,171338,261382,1098
client_storage/R2017_10_06/M171006_061719.lvm,929479,203348,179778,270284,1254
client_storage/R2017_10_06/M171006_064200.lvm,929127,199576,180874,267314,1131
client_storage/R2017_10_06/M171006_085537.lvm,924816,206052,192787,276575,1193
client_storage/R2017_10_06/M171006_064046.lvm,936466,200140,187185,267773,1310
client_storage/R2017_10_06/M171006_052542.lvm,935557,197980,179936,266272,1268
client_storage/R2017_10_06/M171006_062841.lvm,929849,200064,179267,264927,1131
client_storage/R2017_10_06/M171006_081249.lvm,934893,198348,171099,259644,1254
client_storage/R2017_10_06/M171006_043026.lvm,916373,207820,197569,282212,1233
client_storage/R2017_10_06/M171006_073404.lvm,933746,198920,174430,259242,1161
client_storage/R2017_10_06/M171006_072742.lvm,935367,199568,180940,263268,1313
client_storage/R2017_10_06/M171006_085931.lvm,926400,202816,181881,270072,1235
client_storage/R2017_10_06/M171006_065853.lvm,929265,202572,182137,269310,1040
client_storage/R2017_10_06/M171006_090424.lvm,929810,199732,177494,266325,1276
client_storage/R2017_10_06/M171006_055943.lvm,924538,211800,206665,287975,1220
client_storage/R2017_10_06/M171006_084305.lvm,924646,203952,189977,278250,1197
client_storage/R2017_10_06/M171006_000350.lvm,936122,202340,183832,266074,1269
client_storage/R2017_10_06/M171006_083556.lvm,928038,203456,183828,275815,1346
client_storage/R2017_10_06/M171006_062829.lvm,930082,201820,179651,266156,1252
client_storage/R2017_10_06/M171006_090005.lvm,933035,205128,192874,274255,1249
client_storage/R2017_10_06/M171006_073052.lvm,934676,200156,183759,268974,1263
client_storage/R2017_10_06/M171006_085643.lvm,925203,205560,185837,277053,1203
client_storage/R2017_10_06/M171006_075310.lvm,935643,198728,182097,261886,1328
client_storage/R2017_10_06/M171006_081015.lvm,934569,199268,185099,269730,1247
client_storage/R2017_10_06/M171006_074321.lvm,936654,197656,175841,259295,1165
client_storage/R2017_10_06/M171006_052420.lvm,925488,201052,179562,267055,1168
client_storage/R2017_10_06/M171006_003726.lvm,934618,202872,179412,267350,1174
client_storage/R2017_10_06/M171006_062716.lvm,929859,201496,183062,269610,1248
client_storage/R2017_10_06/M171006_061816.lvm,931619,202800,180300,266400,1105
client_storage/R2017_10_06/M171006_063826.lvm,933309,199520,179564,265131,1283
client_storage/R2017_10_06/M171006_085039.lvm,925572,200764,184646,272640,1393
client_storage/R2017_10_06/M171006_053359.lvm,930970,201488,183635,268980,1139
client_storage/R2017_10_06/M171006_002647.lvm,937510,198468,178854,265927,1136
client_storage/R2017_10_06/M171006_062053.lvm,930747,202208,181574,271249,1253
client_storage/R2017_10_06/M171006_004227.lvm,933035,196900,177789,265263,918
client_storage/R2017_10_06/M171006_064148.lvm,926563,201244,184172,270322,1333
client_storage/R2017_10_06/M171006_064136.lvm,933222,197856,176141,261876,1262
client_storage/R2017_10_06/M171006_071411.lvm,922790,204048,183797,271419,982
client_storage/R2017_10_06/M171006_084913.lvm,927428,200924,191483,272203,1182
client_storage/R2017_10_06/M171006_054438.lvm,929343,198352,177681,265549,1279
client_storage/R2017_10_06/M171006_065745.lvm,929109,199876,181151,265287,1078
client_storage/R2017_10_06/M171006_085430.lvm,931017,200628,180244,268308,1278
client_storage/R2017_10_06/M171006_074135.lvm,934544,198008,177488,261232,1259
client_storage/R2017_10_06/M171006_081955.lvm,933132,197824,172029,261663,1016
client_storage/R2017_10_06/M171006_054453.lvm,925909,200704,181199,268199,1136
client_storage/R2017_10_06/M171006_084830.lvm,928190,203608,190197,275474,1214
client_storage/R2017_10_06/M171006_045521.lvm,931061,199212,184419,268652,1285
client_storage/R2017_10_06/M171006_055345.lvm,935029,196052,180304,267501,1225
client_storage/R2017_10_06/M171006_081939.lvm,935817,199864,184614,265721,1285
client_storage/R2017_10_06/M171006_082217.lvm,924771,198896,178577,268042,1198
client_storage/R2017_10_06/M171006_012312.lvm,925658,202244,179518,268454,1086
client_storage/R2017_10_06/M171006_053250.lvm,930662,198764,182517,269061,1278
client_storage/R2017_10_06/M171006_090345.lvm,920197,203740,183351,275366,1189
client_storage/R2017_10_06/M171006_074340.lvm,935487,197284,176558,261325,1126
client_storage/R2017_10_06/M171006_060718.lvm,926935,202276,185785,272338,1182
client_storage/R2017_10_06/M171006_083426.lvm,930289,201184,183596,269996,1290
client_storage/R2017_10_06/M171006_064101.lvm,933041,198088,174933,263308,1127
client_storage/R2017_10_06/M171006_070916.lvm,934526,204776,199498,282985,1386
client_storage/R2017_10_06/M171006_072557.lvm,936141,199972,183031,263366,1327
client_storage/R2017_10_06/M171006_090234.lvm,922790,203436,189144,273970,1194
client_storage/R2017_10_06/M171006_075628.lvm,923308,198228,179319,265043,981
client_storage/R2017_10_06/M171006_005525.lvm,937393,201508,176841,264153,918
client_storage/R2017_10_06/M171006_033626.lvm,932642,200632,180861,266462,1215
client_storage/R2017_10_06/M171006_044017.lvm,929789,200532,176515,267768,1234
client_storage/R2017_10_06/M171006_084301.lvm,925222,202864,180586,273356,1148
client_storage/R2017_10_06/M171006_083020.lvm,929713,204096,183090,272434,1313
client_storage/R2017_10_06/M171006_081031.lvm,935486,200912,184542,268241,1265
client_storage/R2017_10_06/M171006_033011.lvm,930197,201748,184700,269722,1265
client_storage/R2017_10_06/M171006_054408.lvm,933753,197024,174547,260563,1280
client_storage/R2017_10_06/M171006_075705.lvm,928624,207532,200864,280105,1115
client_storage/R2017_10_06/M171006_081613.lvm,936046,196932,179549,258143,1279
client_storage/R2017_10_06/M171006_065540.lvm,936331,197876,175546,260434,1382
client_storage/R2017_10_06/M171006_055538.lvm,929612,199312,178602,265184,1193
client_storage/R2017_10_06/M171006_083723.lvm,927814,200480,178694,270074,1340
client_storage/R2017_10_06/M171006_060349.lvm,920560,212872,210661,289425,1200
client_storage/R2017_10_06/M171006_063051.lvm,934920,198828,177853,259990,1293
client_storage/R2017_10_06/M171006_062941.lvm,928146,199724,180397,268045,1176
client_storage/R2017_10_06/M171006_080752.lvm,933214,201428,183708,265104,1233
client_storage/R2017_10_06/M171006_011332.lvm,938976,200544,188329,273019,1063
client_storage/R2017_10_06/M171006_055523.lvm,929402,199076,174547,265743,1105
client_storage/R2017_10_06/M171006_083305.lvm,929536,202888,188476,274640,1343
client_storage/R2017_10_06/M171006_083102.lvm,926699,204120,193977,274397,1281
client_storage/R2017_10_06/M171006_045717.lvm,933770,211652,206654,288230,1366
client_storage/R2017_10_06/M171006_061835.lvm,935657,194992,180735,263044,1276
client_storage/R2017_10_06/M171006_060409.lvm,931697,198848,182499,269099,1221
client_storage/R2017_10_06/M171006_084006.lvm,922028,201404,176095,266552,1132
client_storage/R2017_10_06/M171006_032828.lvm,933910,202216,179161,267472,1269
client_storage/R2017_10_06/M171006_071815.lvm,931489,198532,173359,263936,1119
client_storage/R2017_10_06/M171006_063553.lvm,928107,197588,173837,264672,1120
client_storage/R2017_10_06/M171006_073837.lvm,923475,194984,177566,263193,1071
client_storage/R2017_10_06/M171006_084644.lvm,928099,204192,190330,275513,1243
client_storage/R2017_10_06/M171006_065408.lvm,936165,198108,170305,259610,1181
client_storage/R2017_10_06/M171006_055027.lvm,933618,200752,184882,267365,1150
client_storage/R2017_10_06/M171006_082325.lvm,931292,199228,172327,261841,1049
client_storage/R2017_10_06/M171006_020345.lvm,920983,212724,209396,291005,1238
client_storage/R2017_10_06/M171006_034816.lvm,929500,204232,182090,274794,1236
client_storage/R2017_10_06/M171006_073103.lvm,936240,193156,176693,260809,1306
client_storage/R2017_10_06/M171006_063950.lvm,934516,201748,187683,267919,1264
client_storage/R2017_10_06/M171006_071354.lvm,916479,198692,180066,266632,1149
client_storage/R2017_10_06/M171006_063911.lvm,933150,199128,177611,262900,1163
client_storage/R2017_10_06/M171006_063021.lvm,937016,197960,179003,259864,1414
client_storage/R2017_10_06/M171006_065520.lvm,932325,202196,183259,268732,1298
client_storage/R2017_10_06/M171006_065445.lvm,930806,202516,188878,273313,1329
client_storage/R2017_10_06/M171006_070829.lvm,933242,196672,180378,265326,1181
client_storage/R2017_10_06/M171006_065720.lvm,925168,200108,182500,272953,1094
client_storage/R2017_10_06/M171006_061632.lvm,928891,202880,184721,272550,1169
client_storage/R2017_10_06/M171006_052659.lvm,932141,198732,181107,266791,1163
client_storage/R2017_10_06/M171006_061553.lvm,925693,201100,182955,270081,1175
client_storage/R2017_10_06/M171006_065411.lvm,937197,199448,181765,263755,1249
client_storage/R2017_10_06/M171006_053740.lvm,936303,196332,182598,265031,1383
client_storage/R2017_10_06/M171006_080829.lvm,929442,197852,167482,260934,1179
client_storage/R2017_10_06/M171006_050502.lvm,934614,199416,177647,264265,1143
client_storage/R2017_10_06/M171006_060905.lvm,926159,208196,196381,282348,1244
client_storage/R2017_10_06/M171006_065514.lvm,931867,202044,181921,267388,1177
client_storage/R2017_10_06/M171006_085041.lvm,928520,202352,184037,273315,1321
client_storage/R2017_10_06/M171006_073923.lvm,920735,196156,175742,266386,955
client_storage/R2017_10_06/M171006_073109.lvm,934296,196168,180356,266470,1132
client_storage/R2017_10_06/M171006_063707.lvm,932450,199584,179852,266682,1186
client_storage/R2017_10_06/M171006_070647.lvm,930845,201020,185300,267092,1187
client_storage/R2017_10_06/M171006_083402.lvm,923764,203492,179960,266977,1161
client_storage/R2017_10_06/M171006_060921.lvm,931255,200408,176629,269664,1221
client_storage/R2017_10_06/M171006_074059.lvm,935118,201556,181246,267829,1157
client_storage/R2017_10_06/M171006_023811.lvm,929211,202024,186754,267859,1194
client_storage/R2017_10_06/M171006_060522.lvm,932962,197568,179713,266029,1248
client_storage/R2017_10_06/M171006_070116.lvm,933315,201340,184550,268123,1195
client_storage/R2017_10_06/M171006_080640.lvm,934041,196948,174920,259213,1178
client_storage/R2017_10_06/M171006_083222.lvm,925519,208356,195970,282368,1215
client_storage/R2017_10_06/M171006_074547.lvm,922502,195920,174901,260444,1117
client_storage/R2017_10_06/M171006_075830.lvm,934030,198096,179141,264341,1139
client_storage/R2017_10_06/M171006_024204.lvm,925050,200912,177878,269769,1141
client_storage/R2017_10_06/M171006_084546.lvm,924877,202028,177603,267809,1154
client_storage/R2017_10_06/M171006_090736.lvm,914083,201516,174787,271801,1232
client_storage/R2017_10_06/M171006_075613.lvm,927526,201568,184640,268680,1114
client_storage/R2017_10_06/M171006_071132.lvm,920762,211168,210254,287816,1220
client_storage/R2017_10_06/M171006_050016.lvm,931310,197192,178189,263227,1116
client_storage/R2017_10_06/M171006_074736.lvm,925694,211056,210452,289267,1147
client_storage/R2017_10_06/M171006_053657.lvm,928806,197152,177167,267478,1137
client_storage/R2017_10_06/M171006_064948.lvm,924718,199908,172207,265508,1098
client_storage/R2017_10_06/M171006_083408.lvm,920439,198744,177554,264829,1116
client_storage/R2017_10_06/M171006_083354.lvm,922130,199908,178023,264820,1153
client_storage/R2017_10_06/M171006_052204.lvm,933134,198028,182861,267491,1264
client_storage/R2017_10_06/M171006_083142.lvm,930986,200916,179147,265554,1150
client_storage/R2017_10_06/M171006_072546.lvm,936800,194064,176304,263128,1299
client_storage/R2017_10_06/M171006_060333.lvm,935072,199812,190806,271504,1220
client_storage/R2017_10_06/M171006_055443.lvm,925496,201224,175548,267500,1133
client_storage/R2017_10_06/M171006_060329.lvm,933229,203276,189699,270194,1175
client_storage/R2017_10_06/M171006_063043.lvm,924554,202312,184977,269761,1157
client_storage/R2017_10_06/M171006_073007.lvm,932543,200320,182806,264184,1128
client_storage/R2017_10_06/M171006_080434.lvm,931441,198576,175623,261615,1086
client_storage/R2017_10_06/M171006_073915.lvm,921079,199228,175902,267087,970
client_storage/R2017_10_06/M171006_081732.lvm,935759,201160,177991,265659,1343
client_storage/R2017_10_06/M171006_052037.lvm,925988,200912,180596,269744,1192
client_storage/R2017_10_06/M171006_055046.lvm,936077,199340,185533,266057,1254
client_storage/R2017_10_06/M171006_054508.lvm,933200,199056,179089,263387,1161
client_storage/R2017_10_06/M171006_063914.lvm,936526,194664,178728,262977,1322
client_storage/R2017_10_06/M171006_042011.lvm,933887,201140,180680,266192,1141
client_storage/R2017_10_06/M171006_065740.lvm,933146,197528,181960,265365,1094
client_storage/R2017_10_06/M171006_074412.lvm,925643,214084,211429,293072,1256
client_storage/R2017_10_06/M171006_080059.lvm,936411,197532,182091,264850,1291
client_storage/R2017_10_06/M171006_082213.lvm,922723,200596,180526,271749,1162
client_storage/R2017_10_06/M171006_074201.lvm,935546,199444,175780,263040,1271
client_storage/R2017_10_06/M171006_084750.lvm,928081,202364,181327,269167,1189
client_storage/R2017_10_06/M171006_052051.lvm,932923,199196,176360,262208,1198
client_storage/R2017_10_06/M171006_081438.lvm,933165,199972,173539,265776,1078
client_storage/R2017_10_06/M171006_084432.lvm,932063,211740,209998,290244,1394
client_storage/R2017_10_06/M171006_070820.lvm,931283,202804,182417,270085,1147
client_storage/R2017_10_06/M171006_044838.lvm,928706,201140,180563,269439,1202
client_storage/R2017_10_06/M171006_084853.lvm,916654,200892,177655,270890,1128
client_storage/R2017_10_06/M171006_075813.lvm,935476,194652,171616,258546,1117
client_storage/R2017_10_06/M171006_065859.lvm,925706,197520,176215,265495,945
client_storage/R2017_10_06/M171006_064106.lvm,935637,200088,184665,264554,1348
client_storage/R2017_10_06/M171006_073218.lvm,936544,197256,181148,261779,1247
client_storage/R2017_10_06/M171006_044052.lvm,930489,199592,177256,263836,1180
client_storage/R2017_10_06/M171006_083018.lvm,928838,199980,181112,272913,1342
client_storage/R2017_10_06/M171006_080038.lvm,934463,196240,176841,265804,1141
client_storage/R2017_10_06/M171006_090302.lvm,921449,200600,180869,267605,1102
client_storage/R2017_10_06/M171006_085641.lvm,923174,207096,191822,279362,1260
client_storage/R2017_10_06/M171006_081353.lvm,924246,202388,177699,264599,1053
client_storage/R2017_10_06/M171006_075100.lvm,927783,199908,180318,271103,1130
client_storage/R2017_10_06/M171006_084533.lvm,928050,203184,186330,274844,1213
client_storage/R2017_10_06/M171006_070638.lvm,929943,202532,178192,268382,1174
client_storage/R2017_10_06/M171006_075056.lvm,928507,201344,172192,265270,1147
client_storage/R2017_10_06/M171006_075857.lvm,931069,197440,169515,257444,1096
client_storage/R2017_10_06/M171006_081806.lvm,931976,203820,185628,272748,1203
client_storage/R2017_10_06/M171006_043330.lvm,929421,204648,189297,274619,1238
client_storage/R2017_10_06/M171006_081245.lvm,927573,207864,201625,279750,1291
client_storage/R2017_10_06/M171006_084243.lvm,925842,202528,181081,272312,1195
client_storage/R2017_10_06/M171006_054153.lvm,927318,200852,182051,269336,1237
client_storage/R2017_10_06/M171006_071853.lvm,935027,198032,181395,263931,1312
client_storage/R2017_10_06/M171006_053206.lvm,930522,199504,174192,266039,1123
client_storage/R2017_10_06/M171006_044332.lvm,928843,204760,189044,273708,1215
client_storage/R2017_10_06/M171006_070827.lvm,930011,202672,186865,271014,1104
client_storage/R2017_10_06/M171006_075806.lvm,936189,198440,177864,261203,1289
client_storage/R2017_10_06/M171006_080015.lvm,936932,201272,182475,266606,1288
client_storage/R2017_10_06/M171006_032957.lvm,931406,202912,184792,271892,1191
client_storage/R2017_10_06/M171006_061545.lvm,927238,202016,187656,272437,1277
client_storage/R2017_10_06/M171006_043820.lvm,934068,197064,172873,262603,1141
client_storage/R2017_10_06/M171006_002008.lvm,925761,199324,176325,270441,1075
client_storage/R2017_10_06/M171006_063856.lvm,935203,199644,180660,267231,1299
client_storage/R2017_10_06/M171006_083938.lvm,918887,199840,175738,263135,1088
client_storage/R2017_10_06/M171006_062138.lvm,934793,198432,177076,259927,1199
client_storage/R2017_10_06/M171006_085414.lvm,922147,202092,178129,269798,1149
client_storage/R2017_10_06/M171006_080958.lvm,928372,203408,186187,270129,1120
client_storage/R2017_10_06/M171006_071845.lvm,931659,201272,180218,264950,1251
client_storage/R2017_10_06/M171006_081900.lvm,937349,200908,182268,267833,1315
client_storage/R2017_10_06/M171006_041426.lvm,931508,199880,180745,265062,1113
client_storage/R2017_10_06/M171006_053522.lvm,933172,195772,174500,265054,1096
client_storage/R2017_10_06/M171006_055708.lvm,932085,200864,182870,267556,1167
client_storage/R2017_10_06/M171006_071025.lvm,934485,199060,175214,267802,1142
client_storage/R2017_10_06/M171006_075248.lvm,933416,206844,205330,284341,1249
client_storage/R2017_10_06/M171006_083125.lvm,927693,199516,179124,264838,1165
client_storage/R2017_10_06/M171006_075442.lvm,923539,200748,180551,264707,961
client_storage/R2017_10_06/M171006_085254.lvm,920254,214792,211459,295102,1231
client_storage/R2017_10_06/M171006_083219.lvm,929281,203152,189680,274059,1331
client_storage/R2017_10_06/M171006_060045.lvm,927809,203580,186297,270799,1141
client_storage/R2017_10_06/M171006_064441.lvm,931838,201868,181877,269567,1117
client_storage/R2017_10_06/M171006_062738.lvm,934647,197672,174644,267755,1137
client_storage/R2017_10_06/M171006_084023.lvm,925227,202880,183372,269888,1160
client_storage/R2017_10_06/M171006_013649.lvm,927893,199992,178194,269462,1250
client_storage/R2017_10_06/M171006_084812.lvm,928940,201632,177836,270818,1237
client_storage/R2017_10_06/M171006_071808.lvm,928768,213044,217570,290960,1376
client_storage/R2017_10_06/M171006_065416.lvm,934750,198556,179681,262602,1251
client_storage/R2017_10_06/M171006_091001.lvm,925900,202228,185682,276026,1366
client_storage/R2017_10_06/M171006_054350.lvm,930628,201812,182048,264601,1216
client_storage/R2017_10_06/M171006_075342.lvm,933898,200100,184836,266485,1275
client_storage/R2017_10_06/M171006_073907.lvm,921821,210460,198629,283231,1168
client_storage/R2017_10_06/M171006_071005.lvm,933656,202692,183175,272805,1281
client_storage/R2017_10_06/M171006_074514.lvm,913246,199328,180435,266521,1122
client_storage/R2017_10_06/M171006_081633.lvm,934177,199412,176523,262539,1216
client_storage/R2017_10_06/M171006_073641.lvm,927320,219308,222862,301351,1267
client_storage/R2017_10_06/M171006_070952.lvm,926446,212712,208322,289611,1252
client_storage/R2017_10_06/M171006_090310.lvm,922488,206188,190806,276189,1254
client_storage/R2017_10_06/M171006_083746.lvm,927020,202428,186263,274865,1264
client_storage/R2017_10_06/M171006_063606.lvm,929203,197484,175552,264736,1122
client_storage/R2017_10_06/M171006_061634.lvm,928390,202532,180558,271849,1177
client_storage/R2017_10_06/M171006_054858.lvm,935428,193600,175171,258725,1318
client_storage/R2017_10_06/M171006_075223.lvm,933562,198700,177912,264407,1247
client_storage/R2017_10_06/M171006_085315.lvm,918197,200916,183225,268640,1232
client_storage/R2017_10_06/M171006_070538.lvm,927402,199756,171619,262726,978
client_storage/R2017_10_06/M171006_040542.lvm,930211,205508,182995,269232,1206
client_storage/R2017_10_06/M171006_064537.lvm,934747,201864,187202,267937,1303
client_storage/R2017_10_06/M171006_084740.lvm,926154,203296,183897,270342,1160
client_storage/R2017_10_06/M171006_053214.lvm,931171,200320,180717,269124,1166
client_storage/R2017_10_06/M171006_080333.lvm,932459,199484,177691,262175,1130
client_storage/R2017_10_06/M171006_050349.lvm,932852,196276,179154,265856,1174
client_storage/R2017_10_06/M171006_080742.lvm,933283,194220,172170,263454,1090
client_storage/R2017_10_06/M171006_083644.lvm,931249,200424,188893,274699,1328
client_storage/R2017_10_06/M171006_061615.lvm,927919,201524,187476,272244,1163
client_storage/R2017_10_06/M171006_071228.lvm,928390,197544,175390,262019,1088
client_storage/R2017_10_06/M171006_072832.lvm,936992,192780,181384,259395,1348
client_storage/R2017_10_06/M171006_083736.lvm,928260,200596,184391,272485,1276
client_storage/R2017_10_06/M171006_084428.lvm,930276,202748,184229,273001,1197
client_storage/R2017_10_06/M171006_070234.lvm,927777,200316,177687,266549,1137
client_storage/R2017_10_06/M171006_040533.lvm,928522,196240,170180,258599,995
client_storage/R2017_10_06/M171006_042045.lvm,924260,198952,177521,268594,1162
client_storage/R2017_10_06/M171006_062016.lvm,929354,202884,183771,269913,1305
client_storage/R2017_10_06/M171006_072542.lvm,936512,197408,180692,265229,1164
client_storage/R2017_10_06/M171006_054051.lvm,924853,202220,177217,268992,1060
client_storage/R2017_10_06/M171006_084757.lvm,930894,204132,182093,270573,1270
client_storage/R2017_10_06/M171006_070618.lvm,931460,198896,173746,263245,1214
client_storage/R2017_10_06/M171006_060019.lvm,927876,202380,182373,273398,1114
client_storage/R2017_10_06/M171006_090659.lvm,925597,205200,184969,276328,1218
client_storage/R2017_10_06/M171006_033040.lvm,930905,200796,175816,267065,1230
client_storage/R2017_10_06/M171006_071528.lvm,928098,196768,175874,266754,1041
