file_name,original_size,lzma,bz2,zlib,x264
client_storage/R2017_10_06/M171006_083020.avi,758784,508664,522936,604589,20088
client_storage/R2017_10_06/M171006_083021.avi,767488,502412,521040,603592,16122
client_storage/R2017_10_06/M171006_083027.avi,780800,486464,516563,613152,20925
client_storage/R2017_10_06/M171006_083030.avi,772608,484844,507342,600083,13591
client_storage/R2017_10_06/M171006_083034.avi,787968,474408,501563,613085,16845
client_storage/R2017_10_06/M171006_083038.avi,786944,459860,485260,610915,16327
client_storage/R2017_10_06/M171006_083048.avi,781824,493188,511805,617561,17790
client_storage/R2017_10_06/M171006_083059.avi,797184,443740,466522,616382,13113
client_storage/R2017_10_06/M171006_083102.avi,796672,469912,492157,620232,14824
client_storage/R2017_10_06/M171006_083125.avi,792064,451432,475213,612617,13596
client_storage/R2017_10_06/M171006_083128.avi,784384,492308,517536,609250,16013
client_storage/R2017_10_06/M171006_083137.avi,759808,510400,526729,602380,19218
client_storage/R2017_10_06/M171006_083140.avi,784384,498256,516625,620164,17315
client_storage/R2017_10_06/M171006_083142.avi,779776,506428,524730,618554,19530
client_storage/R2017_10_06/M171006_083147.avi,793600,484720,508464,622430,15819
client_storage/R2017_10_06/M171006_083159.avi,795648,469580,497335,622297,15033
client_storage/R2017_10_06/M171006_083201.avi,775680,520492,542333,612708,18679
client_storage/R2017_10_06/M171006_083208.avi,768512,466456,490473,597243,13944
client_storage/R2017_10_06/M171006_083212.avi,793088,447468,473042,617342,14407
client_storage/R2017_10_06/M171006_083219.avi,802304,448368,469651,626764,13469
client_storage/R2017_10_06/M171006_083222.avi,777216,528044,557984,625589,29220
client_storage/R2017_10_06/M171006_083231.avi,796160,464592,487245,618474,15024
client_storage/R2017_10_06/M171006_083256.avi,768000,503592,520361,614354,17473
client_storage/R2017_10_06/M171006_083259.avi,754176,500156,523772,600860,25090
client_storage/R2017_10_06/M171006_083305.avi,805888,502576,526474,637152,19451
client_storage/R2017_10_06/M171006_083315.avi,776192,539420,566940,630230,34823
client_storage/R2017_10_06/M171006_083332.avi,762368,426064,445742,592093,13021
client_storage/R2017_10_06/M171006_083347.avi,762880,449152,473898,593663,17244
client_storage/R2017_10_06/M171006_083350.avi,764928,502116,521082,605426,20338
client_storage/R2017_10_06/M171006_083354.avi,775168,474492,500639,603373,14641
client_storage/R2017_10_06/M171006_083400.avi,792064,467504,492042,623949,15511
client_storage/R2017_10_06/M171006_083402.avi,780800,507912,526724,624303,21159
client_storage/R2017_10_06/M171006_083408.avi,803840,439432,459817,625426,12535
client_storage/R2017_10_06/M171006_083410.avi,793088,498496,518263,628671,18292
client_storage/R2017_10_06/M171006_083413.avi,797184,531996,552418,633182,21337
client_storage/R2017_10_06/M171006_083415.avi,758784,523844,540439,604673,19768
client_storage/R2017_10_06/M171006_083420.avi,757248,472096,493731,588089,17879
client_storage/R2017_10_06/M171006_083423.avi,770560,464356,488360,591191,13877
client_storage/R2017_10_06/M171006_083426.avi,771584,539140,558319,614336,19938
client_storage/R2017_10_06/M171006_083429.avi,795648,476544,493710,619849,14570
client_storage/R2017_10_06/M171006_083433.avi,802304,470092,494989,627032,16185
client_storage/R2017_10_06/M171006_083439.avi,798208,475720,499917,631760,16166
client_storage/R2017_10_06/M171006_083446.avi,792576,480348,506555,623569,17675
client_storage/R2017_10_06/M171006_083450.avi,784384,472616,499599,613665,15426
client_storage/R2017_10_06/M171006_083451.avi,780288,518944,539186,621225,20548
client_storage/R2017_10_06/M171006_083528.avi,804864,453160,478087,630822,15031
client_storage/R2017_10_06/M171006_083535.avi,798208,461520,484506,626003,14356
client_storage/R2017_10_06/M171006_083544.avi,798720,462416,486259,627249,14530
client_storage/R2017_10_06/M171006_083550.avi,797696,450356,473629,624691,13966
client_storage/R2017_10_06/M171006_083556.avi,795648,467820,492186,624476,14793
client_storage/R2017_10_06/M171006_083600.avi,791552,466552,490299,620223,14798
client_storage/R2017_10_06/M171006_083619.avi,797184,458936,484359,621799,14898
client_storage/R2017_10_06/M171006_083624.avi,754688,546860,564076,607153,27491
client_storage/R2017_10_06/M171006_083628.avi,754176,483580,502097,594382,17413
client_storage/R2017_10_06/M171006_083632.avi,761344,464372,485818,597274,16670
client_storage/R2017_10_06/M171006_083642.avi,744448,501288,525066,598400,24392
client_storage/R2017_10_06/M171006_083644.avi,773120,528680,546947,617188,22667
client_storage/R2017_10_06/M171006_083705.avi,786944,550136,574198,635052,26935
client_storage/R2017_10_06/M171006_083723.avi,783360,468784,497694,610334,14303
client_storage/R2017_10_06/M171006_083729.avi,765440,472620,494811,593722,15106
client_storage/R2017_10_06/M171006_083736.avi,786944,461928,490972,606037,14221
client_storage/R2017_10_06/M171006_083739.avi,761856,449004,465159,593785,13206
client_storage/R2017_10_06/M171006_083746.avi,784384,497404,519350,621800,16185
client_storage/R2017_10_06/M171006_083805.avi,782336,490960,515806,617442,15643
client_storage/R2017_10_06/M171006_083812.avi,773632,528572,548650,623637,21758
client_storage/R2017_10_06/M171006_083824.avi,795648,481728,505064,630909,14997
client_storage/R2017_10_06/M171006_083827.avi,756224,535892,562092,613298,30521
client_storage/R2017_10_06/M171006_083932.avi,801792,534960,566921,639738,29998
client_storage/R2017_10_06/M171006_083934.avi,758784,586548,600364,625082,35204
client_storage/R2017_10_06/M171006_083938.avi,796672,512844,539824,630943,20442
client_storage/R2017_10_06/M171006_083955.avi,827904,483124,511825,641492,14919
client_storage/R2017_10_06/M171006_084001.avi,786944,514132,537732,626074,19221
client_storage/R2017_10_06/M171006_084006.avi,807936,490444,519303,625193,16256
client_storage/R2017_10_06/M171006_084011.avi,764928,438428,459764,599404,15237
client_storage/R2017_10_06/M171006_084023.avi,828416,491140,521796,645438,15640
client_storage/R2017_10_06/M171006_084030.avi,818176,559308,593495,662039,35169
client_storage/R2017_10_06/M171006_084040.avi,818688,516728,542746,646845,15916
client_storage/R2017_10_06/M171006_084052.avi,833536,523424,552589,661332,19266
client_storage/R2017_10_06/M171006_084054.avi,824832,525904,550343,654613,20398
client_storage/R2017_10_06/M171006_084059.avi,833024,524152,550618,664933,18787
client_storage/R2017_10_06/M171006_084102.avi,831488,499376,525354,653595,16537
client_storage/R2017_10_06/M171006_084109.avi,830976,520040,542343,667278,16006
client_storage/R2017_10_06/M171006_084114.avi,835584,559440,586901,668417,20211
client_storage/R2017_10_06/M171006_084121.avi,835072,508340,538069,663199,18888
client_storage/R2017_10_06/M171006_084123.avi,824320,541704,565870,662170,23912
client_storage/R2017_10_06/M171006_084129.avi,833536,475608,503767,653215,15194
client_storage/R2017_10_06/M171006_084132.avi,833024,472708,501924,650664,15670
client_storage/R2017_10_06/M171006_084208.avi,834560,477896,508072,657451,14958
client_storage/R2017_10_06/M171006_084211.avi,843776,463084,488340,659915,13728
client_storage/R2017_10_06/M171006_084225.avi,840192,482996,512481,664392,14869
client_storage/R2017_10_06/M171006_084229.avi,840704,503564,534501,667712,17185
client_storage/R2017_10_06/M171006_084239.avi,838656,511416,542276,663772,16380
client_storage/R2017_10_06/M171006_084243.avi,841216,478368,505680,667012,14481
client_storage/R2017_10_06/M171006_084248.avi,829440,580168,603545,675899,21085
client_storage/R2017_10_06/M171006_084250.avi,832000,535804,564811,666416,17778
client_storage/R2017_10_06/M171006_084255.avi,799744,537880,568053,646421,27072
client_storage/R2017_10_06/M171006_084258.avi,811008,496344,523629,635008,15102
client_storage/R2017_10_06/M171006_084301.avi,841216,477172,502973,658955,13375
client_storage/R2017_10_06/M171006_084305.avi,836608,498176,530363,663141,15433
client_storage/R2017_10_06/M171006_084309.avi,835584,485056,515204,661345,15006
client_storage/R2017_10_06/M171006_084314.avi,848384,489772,518308,671972,14465
client_storage/R2017_10_06/M171006_084336.avi,802816,475604,500532,631710,15653
client_storage/R2017_10_06/M171006_084341.avi,801792,446860,467237,623329,12909
client_storage/R2017_10_06/M171006_084347.avi,813056,512448,540296,646857,16659
client_storage/R2017_10_06/M171006_084354.avi,837632,499260,527865,666944,15990
client_storage/R2017_10_06/M171006_084356.avi,837632,566420,591331,680400,23163
client_storage/R2017_10_06/M171006_084407.avi,808448,575644,606671,659809,30658
client_storage/R2017_10_06/M171006_084426.avi,800256,443392,466119,619208,13217
client_storage/R2017_10_06/M171006_084428.avi,803840,471612,492260,623324,15453
client_storage/R2017_10_06/M171006_084432.avi,800256,532904,561063,641676,25205
client_storage/R2017_10_06/M171006_084449.avi,787456,489504,508613,618901,17206
client_storage/R2017_10_06/M171006_084457.avi,786944,479660,506384,614104,20937
client_storage/R2017_10_06/M171006_084517.avi,783872,453888,477247,610923,15637
client_storage/R2017_10_06/M171006_084523.avi,794624,421484,440314,606466,12525
client_storage/R2017_10_06/M171006_084533.avi,786944,492552,516125,624822,17493
client_storage/R2017_10_06/M171006_084542.avi,785920,426396,446082,602432,12914
client_storage/R2017_10_06/M171006_084546.avi,803840,476780,504338,618683,14302
client_storage/R2017_10_06/M171006_084554.avi,837632,465484,488601,647984,13284
client_storage/R2017_10_06/M171006_084601.avi,835584,488944,512858,653249,15901
client_storage/R2017_10_06/M171006_084603.avi,811008,541780,565879,646186,20170
client_storage/R2017_10_06/M171006_084609.avi,798720,471044,495833,620792,17726
client_storage/R2017_10_06/M171006_084621.avi,795136,459076,482399,611145,15293
client_storage/R2017_10_06/M171006_084636.avi,785920,434968,456570,603541,13147
client_storage/R2017_10_06/M171006_084637.avi,775680,524212,542545,624601,22488
client_storage/R2017_10_06/M171006_084639.avi,786432,543948,562242,634698,21788
client_storage/R2017_10_06/M171006_084644.avi,817664,528680,549480,653384,19206
client_storage/R2017_10_06/M171006_084715.avi,830464,492508,518822,648284,16206
client_storage/R2017_10_06/M171006_084721.avi,819712,506856,538179,646136,18021
client_storage/R2017_10_06/M171006_084734.avi,809984,473960,502569,626439,13788
client_storage/R2017_10_06/M171006_084740.avi,817152,536404,557099,653787,20170
client_storage/R2017_10_06/M171006_084745.avi,826880,499552,524660,649149,15252
client_storage/R2017_10_06/M171006_084750.avi,827904,489544,513802,646592,14921
client_storage/R2017_10_06/M171006_084757.avi,812032,529496,558975,642225,21476
client_storage/R2017_10_06/M171006_084806.avi,830464,563616,587475,669063,19804
client_storage/R2017_10_06/M171006_084812.avi,832000,503368,525531,654881,16114
client_storage/R2017_10_06/M171006_084818.avi,836608,490564,514040,656133,14739
client_storage/R2017_10_06/M171006_084830.avi,829440,494284,519684,650585,15202
client_storage/R2017_10_06/M171006_084833.avi,807936,568388,596127,653371,31725
client_storage/R2017_10_06/M171006_084836.avi,801280,525400,546321,638977,15869
client_storage/R2017_10_06/M171006_084838.avi,809472,547068,569267,647251,20087
client_storage/R2017_10_06/M171006_084842.avi,805376,554136,574764,651023,20234
client_storage/R2017_10_06/M171006_084845.avi,788992,523488,544224,630632,17142
client_storage/R2017_10_06/M171006_084853.avi,822784,492628,515161,645376,14586
client_storage/R2017_10_06/M171006_084855.avi,806400,511096,530026,645361,15156
client_storage/R2017_10_06/M171006_084906.avi,808448,509268,529048,646358,15057
client_storage/R2017_10_06/M171006_084911.avi,801280,457184,477049,620129,13931
client_storage/R2017_10_06/M171006_084913.avi,804352,543104,564745,644832,21699
client_storage/R2017_10_06/M171006_084928.avi,794112,517680,548685,628736,23286
client_storage/R2017_10_06/M171006_084929.avi,763904,547068,569371,615607,26953
client_storage/R2017_10_06/M171006_084940.avi,821248,485244,511225,644441,14805
client_storage/R2017_10_06/M171006_084959.avi,829440,490204,515843,650586,14804
client_storage/R2017_10_06/M171006_085004.avi,831488,508432,531891,656614,16901
client_storage/R2017_10_06/M171006_085010.avi,823808,497028,521607,647467,15172
client_storage/R2017_10_06/M171006_085019.avi,829440,491700,515990,649024,14669
client_storage/R2017_10_06/M171006_085027.avi,826880,509644,537212,649992,16301
client_storage/R2017_10_06/M171006_085030.avi,818176,523060,548113,644428,15754
client_storage/R2017_10_06/M171006_085036.avi,786944,443652,462574,604177,12813
client_storage/R2017_10_06/M171006_085039.avi,797696,495072,519140,623696,14502
client_storage/R2017_10_06/M171006_085041.avi,815616,519936,536973,649997,17618
client_storage/R2017_10_06/M171006_085101.avi,821760,496960,520547,650395,15326
client_storage/R2017_10_06/M171006_085112.avi,816128,587368,614668,669635,34412
client_storage/R2017_10_06/M171006_085123.avi,784384,475360,496991,611288,16121
client_storage/R2017_10_06/M171006_085131.avi,792064,485716,509092,622031,16584
client_storage/R2017_10_06/M171006_085141.avi,821760,521480,548492,650496,16753
client_storage/R2017_10_06/M171006_085144.avi,802304,532888,551481,638663,18896
client_storage/R2017_10_06/M171006_085153.avi,774656,528492,554145,620479,29977
client_storage/R2017_10_06/M171006_085203.avi,791552,549032,576809,639855,32770
client_storage/R2017_10_06/M171006_085205.avi,744448,608712,619285,628830,48341
client_storage/R2017_10_06/M171006_085238.avi,771072,548900,571841,631475,28196
client_storage/R2017_10_06/M171006_085254.avi,820736,603108,631388,677151,35937
client_storage/R2017_10_06/M171006_085303.avi,829952,524444,549901,659628,16304
client_storage/R2017_10_06/M171006_085315.avi,815616,533392,560218,656063,17448
client_storage/R2017_10_06/M171006_085328.avi,818688,529080,555639,655331,17429
client_storage/R2017_10_06/M171006_085332.avi,813568,545704,572571,651168,20823
client_storage/R2017_10_06/M171006_085358.avi,822272,544928,571807,659495,18536
client_storage/R2017_10_06/M171006_085414.avi,833536,512964,538021,664835,14093
client_storage/R2017_10_06/M171006_085419.avi,818176,538492,560568,652900,17721
client_storage/R2017_10_06/M171006_085430.avi,834048,506668,530961,663194,14434
client_storage/R2017_10_06/M171006_085439.avi,802816,596912,618994,667800,32392
client_storage/R2017_10_06/M171006_085452.avi,799232,469028,489194,621803,13411
client_storage/R2017_10_06/M171006_085504.avi,800768,452484,471354,622886,13364
client_storage/R2017_10_06/M171006_085515.avi,790016,461712,478490,616746,13050
client_storage/R2017_10_06/M171006_085520.avi,787968,453816,470500,612077,12449
client_storage/R2017_10_06/M171006_085525.avi,809984,496068,522748,627450,15880
client_storage/R2017_10_06/M171006_085537.avi,837120,485160,511126,649999,15079
client_storage/R2017_10_06/M171006_085551.avi,835072,468088,492636,645376,13756
client_storage/R2017_10_06/M171006_085554.avi,810496,531600,555941,640899,19214
client_storage/R2017_10_06/M171006_085606.avi,831488,503532,523673,653798,13635
client_storage/R2017_10_06/M171006_085618.avi,819200,508212,529542,645498,14847
client_storage/R2017_10_06/M171006_085622.avi,816128,513272,537644,643626,15527
client_storage/R2017_10_06/M171006_085628.avi,781312,589496,607539,640533,31385
client_storage/R2017_10_06/M171006_085641.avi,820224,529160,552807,651133,18514
client_storage/R2017_10_06/M171006_085643.avi,790016,565356,583332,642436,24629
client_storage/R2017_10_06/M171006_085646.avi,784896,539512,566278,626418,25310
client_storage/R2017_10_06/M171006_085651.avi,759808,491740,510787,604183,18065
client_storage/R2017_10_06/M171006_085657.avi,775168,537952,555856,624800,19541
client_storage/R2017_10_06/M171006_085709.avi,815104,531752,552787,651659,17508
client_storage/R2017_10_06/M171006_085716.avi,807424,512068,538435,630422,16187
client_storage/R2017_10_06/M171006_085720.avi,817152,540052,561688,658591,19498
client_storage/R2017_10_06/M171006_085722.avi,790528,540472,557127,639554,20087
client_storage/R2017_10_06/M171006_085725.avi,803840,513292,536123,638841,17248
client_storage/R2017_10_06/M171006_085738.avi,820736,499136,524197,646171,15837
client_storage/R2017_10_06/M171006_085825.avi,830464,524780,554771,659789,16550
client_storage/R2017_10_06/M171006_085828.avi,823296,490676,515932,643692,14297
client_storage/R2017_10_06/M171006_085836.avi,827904,487260,515885,648503,16735
client_storage/R2017_10_06/M171006_085839.avi,824320,502604,525771,645343,16370
client_storage/R2017_10_06/M171006_085848.avi,821248,505528,533666,643349,16244
client_storage/R2017_10_06/M171006_085855.avi,826880,584864,608375,669041,25664
client_storage/R2017_10_06/M171006_085907.avi,827904,497484,527245,648384,15753
client_storage/R2017_10_06/M171006_085924.avi,831488,479872,506677,649095,15010
client_storage/R2017_10_06/M171006_085931.avi,814080,514116,545069,643584,18992
client_storage/R2017_10_06/M171006_085938.avi,811008,488552,519531,630068,15475
client_storage/R2017_10_06/M171006_085945.avi,825344,505540,534091,651594,19436
client_storage/R2017_10_06/M171006_085948.avi,819712,516328,543603,645767,21168
client_storage/R2017_10_06/M171006_085954.avi,815104,555420,580141,655375,22309
client_storage/R2017_10_06/M171006_090003.avi,829952,487132,514078,649106,16676
client_storage/R2017_10_06/M171006_090005.avi,815616,563120,584115,656993,24636
client_storage/R2017_10_06/M171006_090006.avi,815616,552276,573234,655207,23183
client_storage/R2017_10_06/M171006_090038.avi,827904,491548,517626,645835,15840
client_storage/R2017_10_06/M171006_090053.avi,795648,555648,586805,642625,32872
client_storage/R2017_10_06/M171006_090113.avi,826368,504936,536066,650167,17782
client_storage/R2017_10_06/M171006_090119.avi,838144,467892,493311,650774,14677
client_storage/R2017_10_06/M171006_090130.avi,825856,491524,520557,651357,17892
client_storage/R2017_10_06/M171006_090133.avi,796672,578520,602348,651062,33946
client_storage/R2017_10_06/M171006_090143.avi,823296,515408,544396,648710,17800
client_storage/R2017_10_06/M171006_090145.avi,821760,543624,567468,659420,23334
client_storage/R2017_10_06/M171006_090201.avi,833536,541028,574090,666994,26642
client_storage/R2017_10_06/M171006_090206.avi,828416,531696,563416,658823,24579
client_storage/R2017_10_06/M171006_090218.avi,843776,585520,620487,688293,39526
client_storage/R2017_10_06/M171006_090222.avi,806912,579336,607074,657222,36395
client_storage/R2017_10_06/M171006_090229.avi,799744,568992,594533,644432,28923
client_storage/R2017_10_06/M171006_090234.avi,786944,473792,496886,611374,16826
client_storage/R2017_10_06/M171006_090240.avi,813056,493936,522050,630006,15616
client_storage/R2017_10_06/M171006_090251.avi,837120,488416,515129,652384,16005
client_storage/R2017_10_06/M171006_090255.avi,821248,489584,516625,641825,16537
client_storage/R2017_10_06/M171006_090300.avi,834560,470224,496485,647603,14212
client_storage/R2017_10_06/M171006_090302.avi,824832,573780,597870,662983,23077
client_storage/R2017_10_06/M171006_090310.avi,834560,486624,513436,651537,15142
client_storage/R2017_10_06/M171006_090320.avi,835584,484640,513874,653748,16807
client_storage/R2017_10_06/M171006_090341.avi,828416,488096,517172,647006,16285
client_storage/R2017_10_06/M171006_090345.avi,823808,511128,539370,645165,17607
client_storage/R2017_10_06/M171006_090347.avi,806400,517404,537694,639743,18429
client_storage/R2017_10_06/M171006_090404.avi,829440,466768,494906,645459,14832
client_storage/R2017_10_06/M171006_090408.avi,809472,492748,524120,633815,16366
client_storage/R2017_10_06/M171006_090415.avi,823808,492128,521140,641471,15686
client_storage/R2017_10_06/M171006_090421.avi,815616,563616,591008,661515,32371
client_storage/R2017_10_06/M171006_090424.avi,797696,504320,528109,624024,18214
client_storage/R2017_10_06/M171006_090428.avi,827904,501324,529853,642693,15543
client_storage/R2017_10_06/M171006_090437.avi,828928,491080,523173,643220,16335
client_storage/R2017_10_06/M171006_090443.avi,824832,506840,536389,646438,16655
client_storage/R2017_10_06/M171006_090445.avi,814080,525384,549062,642370,17467
client_storage/R2017_10_06/M171006_090502.avi,828928,486264,516901,645308,14868
client_storage/R2017_10_06/M171006_090509.avi,829952,475692,503558,645872,15679
client_storage/R2017_10_06/M171006_090512.avi,831488,469136,495342,641367,14674
client_storage/R2017_10_06/M171006_090515.avi,830976,471876,494906,643591,14798
client_storage/R2017_10_06/M171006_090519.avi,822272,500540,532502,638775,17394
client_storage/R2017_10_06/M171006_090529.avi,830976,468000,494449,643514,14409
client_storage/R2017_10_06/M171006_090533.avi,825344,572444,606462,670907,37353
client_storage/R2017_10_06/M171006_090536.avi,783360,525132,546867,627699,16886
client_storage/R2017_10_06/M171006_090547.avi,824320,516100,542150,648812,18059
client_storage/R2017_10_06/M171006_090552.avi,804864,525364,548639,638867,21336
client_storage/R2017_10_06/M171006_090604.avi,828928,492452,521085,649262,16884
client_storage/R2017_10_06/M171006_090610.avi,826880,479444,508384,643293,15323
client_storage/R2017_10_06/M171006_090621.avi,821760,501596,531983,646351,17779
client_storage/R2017_10_06/M171006_090652.avi,829952,484208,511911,647387,15187
client_storage/R2017_10_06/M171006_090659.avi,819712,520056,549258,648066,17922
client_storage/R2017_10_06/M171006_090713.avi,827904,490444,519375,641780,15149
client_storage/R2017_10_06/M171006_090716.avi,827392,494480,517678,644605,16705
client_storage/R2017_10_06/M171006_090719.avi,830464,499176,528705,644690,16407
client_storage/R2017_10_06/M171006_090729.avi,823808,497992,526253,644446,15510
client_storage/R2017_10_06/M171006_090733.avi,830464,567832,599172,665404,31253
client_storage/R2017_10_06/M171006_090736.avi,770048,494236,510208,611012,17564
client_storage/R2017_10_06/M171006_090742.avi,768512,477084,498730,606672,15711
client_storage/R2017_10_06/M171006_090753.avi,818176,494408,517327,638512,15559
client_storage/R2017_10_06/M171006_090756.avi,810496,479692,503863,630057,15501
client_storage/R2017_10_06/M171006_090802.avi,822784,477172,501308,636761,14530
client_storage/R2017_10_06/M171006_090830.avi,829440,481864,509197,647326,14880
client_storage/R2017_10_06/M171006_090833.avi,837120,470652,489158,649503,14106
client_storage/R2017_10_06/M171006_090838.avi,830976,480904,505521,646120,14720
client_storage/R2017_10_06/M171006_090846.avi,836608,476944,502094,649657,14681
client_storage/R2017_10_06/M171006_090858.avi,832000,482136,509073,649579,15448
client_storage/R2017_10_06/M171006_090908.avi,824832,488460,516134,644343,16218
client_storage/R2017_10_06/M171006_090910.avi,805888,531248,550638,644353,19765
client_storage/R2017_10_06/M171006_090915.avi,824320,494924,521110,645979,17821
client_storage/R2017_10_06/M171006_090917.avi,790528,565792,586283,640563,24915
client_storage/R2017_10_06/M171006_090919.avi,770560,547800,563989,622051,26126
client_storage/R2017_10_06/M171006_090923.avi,774144,460720,478610,610730,15568
client_storage/R2017_10_06/M171006_090925.avi,775168,522928,544337,623110,24412
client_storage/R2017_10_06/M171006_090927.avi,781312,540224,558891,628789,26683
client_storage/R2017_10_06/M171006_090957.avi,780800,551864,577639,627729,34825
client_storage/R2017_10_06/M171006_091001.avi,761856,470116,486275,592652,14877
client_storage/R2017_10_06/M171006_091005.avi,804864,516740,538053,640410,18540
client_storage/R2017_10_06/M171006_091014.avi,788480,499848,523513,629449,17701
client_storage/R2017_10_06/M171006_091023.avi,800256,471760,496448,629031,15310
client_storage/R2017_10_06/M171006_091027.avi,800256,520268,547350,632864,21938
client_storage/R2017_10_06/M171006_091033.avi,770048,454076,475911,603525,14983
client_storage/R2017_10_06/M171006_091042.avi,795648,470000,496687,613049,13987
client_storage/R2017_10_06/M171006_091047.avi,819200,472120,496157,636521,14846
client_storage/R2017_10_06/M171006_091057.avi,821248,490752,520162,637144,15750
client_storage/R2017_10_06/M171006_091101.avi,792064,511940,536064,625205,18766
client_storage/R2017_10_06/M171006_091103.avi,793600,502548,521406,630991,17588
client_storage/R2017_10_06/M171006_091111.avi,823296,464116,489521,634538,14967
client_storage/R2017_10_06/M171006_091113.avi,796160,518528,542434,628566,17732
client_storage/R2017_10_06/M171006_091121.avi,801792,482916,508233,620585,15821
client_storage/R2017_10_06/M171006_091126.avi,821760,496920,526520,639705,16833
client_storage/R2017_10_06/M171006_091141.avi,784896,485616,508661,618904,16056
client_storage/R2017_10_06/M171006_091147.avi,791552,481504,503554,618679,16504
client_storage/R2017_10_06/M171006_091158.avi,812032,514176,543547,643357,20515
client_storage/R2017_10_06/M171006_091159.avi,788480,582768,597530,646747,30184
client_storage/R2017_10_06/M171006_091204.avi,781824,476788,498707,609866,15887
client_storage/R2017_10_06/M171006_091218.avi,798720,454056,478063,620110,15050
client_storage/R2017_10_06/M171006_091228.avi,810496,471584,500131,629938,14776
client_storage/R2017_10_06/M171006_091232.avi,825344,504420,538291,651158,18933
client_storage/R2017_10_06/M171006_091240.avi,805376,486264,512790,633017,16942
client_storage/R2017_10_06/M171006_091247.avi,808960,507432,535292,640535,19647
client_storage/R2017_10_06/M171006_091259.avi,780288,599524,615197,642513,33938
client_storage/R2017_10_06/M171006_091308.avi,798720,459360,483071,613920,14729
client_storage/R2017_10_06/M171006_091320.avi,811008,483156,513057,629222,15767
client_storage/R2017_10_06/M171006_091325.avi,840192,498932,531355,660022,15712
client_storage/R2017_10_06/M171006_091329.avi,799232,465900,488164,621489,15114
client_storage/R2017_10_06/M171006_091333.avi,802816,460488,483813,625004,15076
client_storage/R2017_10_06/M171006_091341.avi,805376,480832,507034,634767,16209
client_storage/R2017_10_06/M171006_091348.avi,802816,488584,515790,636291,20330
client_storage/R2017_10_06/M171006_091357.avi,807424,480656,510346,634735,16422
client_storage/R2017_10_06/M171006_091400.avi,794112,601728,624812,657709,34010
client_storage/R2017_10_06/M171006_091402.avi,787968,592116,609467,644867,32509
client_storage/R2017_10_06/M171006_091405.avi,793600,561168,580463,641868,20766
client_storage/R2017_10_06/M171006_091426.avi,840704,482124,511747,662627,15911
client_storage/R2017_10_06/M171006_091434.avi,832512,481212,511671,655618,15877
client_storage/R2017_10_06/M171006_091439.avi,837632,479884,510307,661988,16167
client_storage/R2017_10_06/M171006_091501.avi,804864,442784,465315,626301,13505
client_storage/R2017_10_06/M171006_091510.avi,815616,498956,522464,646755,18576
client_storage/R2017_10_06/M171006_091518.avi,816640,518848,549502,655194,24313
client_storage/R2017_10_06/M171006_091531.avi,804864,476740,504372,634991,18373
client_storage/R2017_10_06/M171006_091538.avi,802816,480104,505430,635398,15522
client_storage/R2017_10_06/M171006_091544.avi,795136,511948,542699,637998,23951
client_storage/R2017_10_06/M171006_091549.avi,808960,479832,509203,634024,14786
client_storage/R2017_10_06/M171006_091605.avi,808448,502828,527807,639292,18912
client_storage/R2017_10_06/M171006_091618.avi,813568,483844,515513,635013,15937
client_storage/R2017_10_06/M171006_091628.avi,842240,494028,526493,667533,18064
client_storage/R2017_10_06/M171006_091631.avi,821760,539540,565474,657405,22178
client_storage/R2017_10_06/M171006_091634.avi,821760,540928,571303,657737,20757
client_storage/R2017_10_06/M171006_091638.avi,799744,452276,473241,617638,13131
client_storage/R2017_10_06/M171006_091657.avi,794624,493048,519696,626132,16618
client_storage/R2017_10_06/M171006_091659.avi,810496,520236,547194,638428,16877
client_storage/R2017_10_06/M171006_091707.avi,813056,472160,497926,640813,15181
client_storage/R2017_10_06/M171006_091717.avi,809472,446384,470045,634483,13606
client_storage/R2017_10_06/M171006_091719.avi,814592,525304,551381,650108,18246
client_storage/R2017_10_06/M171006_091724.avi,870400,600876,639731,718316,39324
client_storage/R2017_10_06/M171006_091729.avi,805376,492972,517180,640365,15520
client_storage/R2017_10_06/M171006_091733.avi,806912,481912,510072,636600,14860
client_storage/R2017_10_06/M171006_091754.avi,843776,520268,552333,666484,17507
client_storage/R2017_10_06/M171006_091801.avi,869376,491448,521996,678715,16546
client_storage/R2017_10_06/M171006_091804.avi,877568,481792,506896,681044,14572
client_storage/R2017_10_06/M171006_091807.avi,847360,512816,548361,665930,16895
client_storage/R2017_10_06/M171006_091817.avi,877568,494188,525251,687134,14396
client_storage/R2017_10_06/M171006_091832.avi,877056,528180,560810,695779,16727
client_storage/R2017_10_06/M171006_091834.avi,867840,579640,606793,701541,22669
client_storage/R2017_10_06/M171006_091918.avi,826880,474032,507336,650091,14233
client_storage/R2017_10_06/M171006_091923.avi,866816,470676,499603,673001,14558
client_storage/R2017_10_06/M171006_091926.avi,863232,481272,507690,674222,14450
client_storage/R2017_10_06/M171006_091934.avi,855040,486576,517660,669455,16523
client_storage/R2017_10_06/M171006_091946.avi,812032,458100,484121,634582,15266
client_storage/R2017_10_06/M171006_091957.avi,798720,459152,481215,626903,14086
client_storage/R2017_10_06/M171006_092007.avi,816128,451472,473974,639687,15759
client_storage/R2017_10_06/M171006_092011.avi,814080,523240,552394,655258,24404
client_storage/R2017_10_06/M171006_092013.avi,807936,549648,570409,652192,25569
