file_name,original_size,lzma,bz2,zlib,wavelets 
..\client_storage\R2017_10_06\M171006_085141.lvm,925147,204432,185477,277059,1213
..\client_storage\R2017_10_06\M171006_085144.lvm,927269,202592,187548,274856,1318
..\client_storage\R2017_10_06\M171006_085153.lvm,920517,209220,197555,286074,1226
..\client_storage\R2017_10_06\M171006_085203.lvm,923835,215352,218977,298653,1312
..\client_storage\R2017_10_06\M171006_085205.lvm,927554,218792,220697,300836,1324
..\client_storage\R2017_10_06\M171006_085238.lvm,918971,208960,199966,282069,1193
..\client_storage\R2017_10_06\M171006_085254.lvm,920254,214792,211459,295102,1232
..\client_storage\R2017_10_06\M171006_085303.lvm,917174,199780,180943,269959,1141
..\client_storage\R2017_10_06\M171006_085315.lvm,918197,200916,183225,268640,1234
..\client_storage\R2017_10_06\M171006_085328.lvm,920707,205312,187792,274304,1247
..\client_storage\R2017_10_06\M171006_085332.lvm,925328,203712,183522,271109,1183
..\client_storage\R2017_10_06\M171006_085358.lvm,925651,201832,182256,271238,1170
..\client_storage\R2017_10_06\M171006_085414.lvm,922147,202092,178129,269798,1150
..\client_storage\R2017_10_06\M171006_085419.lvm,929191,202964,189062,272054,1242
..\client_storage\R2017_10_06\M171006_085430.lvm,931017,200628,180244,268308,1280
..\client_storage\R2017_10_06\M171006_085439.lvm,922142,214052,205737,288623,1208
..\client_storage\R2017_10_06\M171006_085452.lvm,915631,199488,182833,267618,1166
..\client_storage\R2017_10_06\M171006_085504.lvm,918119,200640,186717,268632,1134
..\client_storage\R2017_10_06\M171006_085515.lvm,927847,202740,185537,270658,1126
..\client_storage\R2017_10_06\M171006_085520.lvm,929105,199984,181594,271905,1123
..\client_storage\R2017_10_06\M171006_085525.lvm,928456,204000,187799,272793,1173
..\client_storage\R2017_10_06\M171006_085537.lvm,924816,206052,192787,276575,1193
..\client_storage\R2017_10_06\M171006_085551.lvm,930862,200232,185408,272186,1205
..\client_storage\R2017_10_06\M171006_085554.lvm,927959,203364,187248,274215,1302
..\client_storage\R2017_10_06\M171006_085606.lvm,925511,198504,181790,272406,1342
..\client_storage\R2017_10_06\M171006_085618.lvm,925484,201600,189993,276833,1339
..\client_storage\R2017_10_06\M171006_085622.lvm,925094,200904,184463,272209,1319
..\client_storage\R2017_10_06\M171006_085628.lvm,916692,211904,203941,286486,1283
..\client_storage\R2017_10_06\M171006_085641.lvm,923174,207096,191822,279362,1266
..\client_storage\R2017_10_06\M171006_085643.lvm,925203,205560,185837,277053,1204
..\client_storage\R2017_10_06\M171006_085646.lvm,922276,204032,189151,276344,1206
..\client_storage\R2017_10_06\M171006_085651.lvm,929027,206492,185957,274162,1250
..\client_storage\R2017_10_06\M171006_085657.lvm,929950,200796,168139,266385,1126
..\client_storage\R2017_10_06\M171006_085709.lvm,929611,200924,192136,272582,1221
..\client_storage\R2017_10_06\M171006_085716.lvm,930094,200044,176989,265309,1106
..\client_storage\R2017_10_06\M171006_085720.lvm,930263,198240,169611,260775,1036
..\client_storage\R2017_10_06\M171006_085722.lvm,928020,201132,183995,272481,1226
..\client_storage\R2017_10_06\M171006_085725.lvm,928382,202032,182013,270997,1236
..\client_storage\R2017_10_06\M171006_085738.lvm,925739,201872,186223,271631,1283
..\client_storage\R2017_10_06\M171006_085825.lvm,922972,204552,189896,276172,1266
..\client_storage\R2017_10_06\M171006_085828.lvm,922030,200648,179732,271527,1248
..\client_storage\R2017_10_06\M171006_085836.lvm,924297,205104,186306,274697,1208
..\client_storage\R2017_10_06\M171006_085839.lvm,926853,204116,188082,276033,1316
..\client_storage\R2017_10_06\M171006_085848.lvm,929238,203316,182760,272291,1149
..\client_storage\R2017_10_06\M171006_085855.lvm,920918,203884,179001,269386,1125
..\client_storage\R2017_10_06\M171006_085907.lvm,919745,203260,187282,272828,1208
..\client_storage\R2017_10_06\M171006_085924.lvm,927258,202884,188265,271853,1203
..\client_storage\R2017_10_06\M171006_085931.lvm,926400,202816,181881,270072,1236
..\client_storage\R2017_10_06\M171006_085938.lvm,926427,201324,180223,272851,1254
..\client_storage\R2017_10_06\M171006_085945.lvm,927581,200288,185202,273389,1232
..\client_storage\R2017_10_06\M171006_085948.lvm,925083,204328,186047,275144,1300
..\client_storage\R2017_10_06\M171006_085954.lvm,926190,202072,179389,273545,1212
..\client_storage\R2017_10_06\M171006_090003.lvm,929974,202164,197313,279267,1277
..\client_storage\R2017_10_06\M171006_090005.lvm,933035,205128,192874,274255,1252
..\client_storage\R2017_10_06\M171006_090006.lvm,935784,200188,191702,272995,1307
..\client_storage\R2017_10_06\M171006_090038.lvm,928844,203444,188976,272811,1321
..\client_storage\R2017_10_06\M171006_090053.lvm,921152,209768,201723,286515,1261
..\client_storage\R2017_10_06\M171006_090113.lvm,931022,203476,192552,273460,1293
..\client_storage\R2017_10_06\M171006_090119.lvm,927207,203504,188970,275097,1184
..\client_storage\R2017_10_06\M171006_090130.lvm,925192,209816,192446,282608,1219
..\client_storage\R2017_10_06\M171006_090133.lvm,918922,204324,179713,273024,1169
..\client_storage\R2017_10_06\M171006_090143.lvm,926421,201452,187864,275013,1285
..\client_storage\R2017_10_06\M171006_090145.lvm,927821,203776,189056,275668,1337
..\client_storage\R2017_10_06\M171006_090201.lvm,925639,208536,187035,278471,1131
..\client_storage\R2017_10_06\M171006_090206.lvm,925436,205432,181505,272067,1123
..\client_storage\R2017_10_06\M171006_090218.lvm,920599,214096,207274,289813,1274
..\client_storage\R2017_10_06\M171006_090222.lvm,921181,215104,208410,293062,1256
..\client_storage\R2017_10_06\M171006_090229.lvm,924167,209264,197434,283565,1192
..\client_storage\R2017_10_06\M171006_090234.lvm,922790,203436,189144,273970,1195
..\client_storage\R2017_10_06\M171006_090240.lvm,924492,202776,184138,272846,1147
..\client_storage\R2017_10_06\M171006_090251.lvm,921330,201968,183187,268307,1115
..\client_storage\R2017_10_06\M171006_090255.lvm,918610,201948,177267,269498,1153
..\client_storage\R2017_10_06\M171006_090300.lvm,919173,201400,180589,267335,1092
..\client_storage\R2017_10_06\M171006_090302.lvm,921449,200600,180869,267605,1103
..\client_storage\R2017_10_06\M171006_090310.lvm,922488,206188,190806,276189,1262
..\client_storage\R2017_10_06\M171006_090320.lvm,918552,204644,184357,272651,1194
..\client_storage\R2017_10_06\M171006_090341.lvm,920337,202724,172921,265724,1171
..\client_storage\R2017_10_06\M171006_090345.lvm,920197,203740,183351,275366,1193
..\client_storage\R2017_10_06\M171006_090347.lvm,923935,203676,184806,274797,1216
..\client_storage\R2017_10_06\M171006_090404.lvm,918663,202272,182835,272350,1173
..\client_storage\R2017_10_06\M171006_090408.lvm,920563,203232,178763,271332,1150
..\client_storage\R2017_10_06\M171006_090415.lvm,923113,204424,187451,274548,1185
..\client_storage\R2017_10_06\M171006_090421.lvm,929708,210784,209884,291279,1402
..\client_storage\R2017_10_06\M171006_090424.lvm,929810,199732,177494,266325,1276
..\client_storage\R2017_10_06\M171006_090428.lvm,928004,201952,184241,273438,1271
..\client_storage\R2017_10_06\M171006_090437.lvm,928130,202196,184255,271711,1296
..\client_storage\R2017_10_06\M171006_090443.lvm,930918,200200,184153,267958,1299
..\client_storage\R2017_10_06\M171006_090445.lvm,930251,201652,184835,271338,1207
..\client_storage\R2017_10_06\M171006_090502.lvm,927187,201672,186710,274742,1345
..\client_storage\R2017_10_06\M171006_090509.lvm,929132,200560,189977,271804,1261
..\client_storage\R2017_10_06\M171006_090512.lvm,926507,200616,188485,275231,1274
..\client_storage\R2017_10_06\M171006_090515.lvm,930262,203232,187873,272453,1180
..\client_storage\R2017_10_06\M171006_090519.lvm,933145,205116,182983,272700,1289
..\client_storage\R2017_10_06\M171006_090529.lvm,929909,203776,185852,275209,1283
..\client_storage\R2017_10_06\M171006_090533.lvm,926318,217732,220716,298327,1321
..\client_storage\R2017_10_06\M171006_090536.lvm,930305,197908,175646,265257,1173
..\client_storage\R2017_10_06\M171006_090547.lvm,932064,202424,183720,268526,1297
..\client_storage\R2017_10_06\M171006_090552.lvm,927136,202708,187724,274775,1236
..\client_storage\R2017_10_06\M171006_090604.lvm,930656,208416,204031,281889,1343
..\client_storage\R2017_10_06\M171006_090610.lvm,930663,204272,191063,274950,1319
..\client_storage\R2017_10_06\M171006_090621.lvm,928711,204164,183519,272441,1312
..\client_storage\R2017_10_06\M171006_090652.lvm,926279,203128,183520,272292,1207
..\client_storage\R2017_10_06\M171006_090659.lvm,925597,205200,184969,276328,1220
..\client_storage\R2017_10_06\M171006_090713.lvm,928300,200708,186068,273382,1180
..\client_storage\R2017_10_06\M171006_090716.lvm,928366,204060,185892,275294,1190
..\client_storage\R2017_10_06\M171006_090719.lvm,927794,206492,184715,276186,1206
..\client_storage\R2017_10_06\M171006_090729.lvm,927340,202352,179743,271159,1163
..\client_storage\R2017_10_06\M171006_090733.lvm,918505,204916,183081,274948,1165
..\client_storage\R2017_10_06\M171006_090736.lvm,914083,201516,174787,271801,1234
..\client_storage\R2017_10_06\M171006_090742.lvm,915592,201856,176629,270766,1228
..\client_storage\R2017_10_06\M171006_090753.lvm,916089,201816,181439,271529,1199
..\client_storage\R2017_10_06\M171006_090756.lvm,915626,201440,182730,271598,1231
..\client_storage\R2017_10_06\M171006_090802.lvm,921185,201628,181665,266282,1188
..\client_storage\R2017_10_06\M171006_090830.lvm,917613,202864,191365,274319,1239
..\client_storage\R2017_10_06\M171006_090833.lvm,913754,200188,163293,261478,1138
..\client_storage\R2017_10_06\M171006_090838.lvm,914194,199828,178771,268855,1202
..\client_storage\R2017_10_06\M171006_090846.lvm,916179,200680,179517,266970,1108
..\client_storage\R2017_10_06\M171006_090858.lvm,920551,203708,184811,270850,1176
..\client_storage\R2017_10_06\M171006_090908.lvm,925818,202200,183785,273291,1202
..\client_storage\R2017_10_06\M171006_090910.lvm,926498,201976,183850,275459,1365
..\client_storage\R2017_10_06\M171006_090915.lvm,925395,202352,189273,273507,1349
..\client_storage\R2017_10_06\M171006_090917.lvm,927921,204668,186136,272922,1327
..\client_storage\R2017_10_06\M171006_090919.lvm,929453,204012,186312,274500,1317
..\client_storage\R2017_10_06\M171006_090923.lvm,928758,200008,182818,271672,1315
..\client_storage\R2017_10_06\M171006_090925.lvm,927538,206988,187207,277789,1326
..\client_storage\R2017_10_06\M171006_090927.lvm,932024,204008,188907,273906,1342
..\client_storage\R2017_10_06\M171006_090957.lvm,921296,200100,181634,273651,1257
..\client_storage\R2017_10_06\M171006_091001.lvm,925900,202228,185682,276026,1368
..\client_storage\R2017_10_06\M171006_091005.lvm,925566,200680,183683,271984,1354
..\client_storage\R2017_10_06\M171006_091014.lvm,925946,203672,188150,277156,1369
..\client_storage\R2017_10_06\M171006_091023.lvm,925944,201444,183261,274657,1349
..\client_storage\R2017_10_06\M171006_091027.lvm,927497,207396,194236,280484,1410
..\client_storage\R2017_10_06\M171006_091033.lvm,928029,203272,184347,273889,1229
..\client_storage\R2017_10_06\M171006_091042.lvm,927671,201992,180588,272168,1224
..\client_storage\R2017_10_06\M171006_091047.lvm,931157,201380,184033,269591,1293
..\client_storage\R2017_10_06\M171006_091057.lvm,927792,201944,183185,273198,1193
..\client_storage\R2017_10_06\M171006_091101.lvm,927312,202444,177714,270435,1174
..\client_storage\R2017_10_06\M171006_091103.lvm,928417,203944,184049,276541,1306
..\client_storage\R2017_10_06\M171006_091111.lvm,930239,199652,182792,270349,1192
..\client_storage\R2017_10_06\M171006_091113.lvm,929894,200412,180293,266747,1165
..\client_storage\R2017_10_06\M171006_091121.lvm,926654,204876,189734,277178,1315
..\client_storage\R2017_10_06\M171006_091126.lvm,926425,203516,183321,274181,1193
..\client_storage\R2017_10_06\M171006_091141.lvm,925995,201968,179858,273743,1161
..\client_storage\R2017_10_06\M171006_091147.lvm,924580,203632,181057,275811,1222
..\client_storage\R2017_10_06\M171006_091158.lvm,925531,201920,176234,269486,1266
..\client_storage\R2017_10_06\M171006_091159.lvm,925374,201748,174343,268759,1246
..\client_storage\R2017_10_06\M171006_091204.lvm,926383,203588,184589,273886,1254
..\client_storage\R2017_10_06\M171006_091218.lvm,926354,201860,184430,268670,1091
..\client_storage\R2017_10_06\M171006_091228.lvm,927242,203612,187349,272648,1107
..\client_storage\R2017_10_06\M171006_091232.lvm,926464,205292,192158,276392,1113
..\client_storage\R2017_10_06\M171006_091240.lvm,925797,203124,182615,270865,1088
..\client_storage\R2017_10_06\M171006_091247.lvm,930425,205568,195504,276176,1307
..\client_storage\R2017_10_06\M171006_091259.lvm,928844,204860,190172,277435,1268
..\client_storage\R2017_10_06\M171006_091308.lvm,928988,202792,183911,272876,1358
..\client_storage\R2017_10_06\M171006_091320.lvm,931400,204332,187866,274874,1322
..\client_storage\R2017_10_06\M171006_091325.lvm,935079,202488,185047,269090,1374
..\client_storage\R2017_10_06\M171006_091329.lvm,934161,203932,189469,274879,1339
..\client_storage\R2017_10_06\M171006_091333.lvm,935101,201592,184564,269026,1300
..\client_storage\R2017_10_06\M171006_091341.lvm,928266,206596,193914,280082,1347
..\client_storage\R2017_10_06\M171006_091348.lvm,929602,204776,184858,272891,1244
..\client_storage\R2017_10_06\M171006_091357.lvm,930144,204880,187127,273413,1198
..\client_storage\R2017_10_06\M171006_091400.lvm,924766,209512,196556,283385,1196
..\client_storage\R2017_10_06\M171006_091402.lvm,924399,210792,195913,282108,1183
..\client_storage\R2017_10_06\M171006_091405.lvm,930208,202456,187146,270868,1212
..\client_storage\R2017_10_06\M171006_091426.lvm,927609,203488,189916,278420,1318
..\client_storage\R2017_10_06\M171006_091434.lvm,925951,201244,176288,270102,1144
..\client_storage\R2017_10_06\M171006_091439.lvm,929040,201292,185289,271388,1160
..\client_storage\R2017_10_06\M171006_091501.lvm,930295,202668,181841,271546,1240
..\client_storage\R2017_10_06\M171006_091510.lvm,927710,200968,180441,266831,1081
..\client_storage\R2017_10_06\M171006_091518.lvm,925096,204920,183922,272627,1239
..\client_storage\R2017_10_06\M171006_091531.lvm,925306,206428,191719,277161,1216
..\client_storage\R2017_10_06\M171006_091538.lvm,925009,203660,182712,273568,1325
..\client_storage\R2017_10_06\M171006_091544.lvm,921238,205004,187591,278608,1337
..\client_storage\R2017_10_06\M171006_091549.lvm,926662,206292,195221,282722,1312
..\client_storage\R2017_10_06\M171006_091605.lvm,922501,204528,182196,272152,1217
..\client_storage\R2017_10_06\M171006_091618.lvm,923849,202104,178655,268550,1150
..\client_storage\R2017_10_06\M171006_091628.lvm,926780,203976,183233,275022,1249
..\client_storage\R2017_10_06\M171006_091631.lvm,929461,214388,213604,296012,1403
..\client_storage\R2017_10_06\M171006_091634.lvm,928452,208532,195543,281136,1332
..\client_storage\R2017_10_06\M171006_091638.lvm,930325,200812,178067,265875,1213
..\client_storage\R2017_10_06\M171006_091657.lvm,924183,205864,188544,272886,1145
..\client_storage\R2017_10_06\M171006_091659.lvm,923740,205420,186920,274787,1107
..\client_storage\R2017_10_06\M171006_091707.lvm,924807,202216,185549,271418,1199
..\client_storage\R2017_10_06\M171006_091717.lvm,927609,204132,187368,274520,1198
..\client_storage\R2017_10_06\M171006_091719.lvm,931574,201548,191495,275425,1165
..\client_storage\R2017_10_06\M171006_091724.lvm,922710,213072,206694,288113,1197
..\client_storage\R2017_10_06\M171006_091729.lvm,921625,201340,186665,275753,1241
..\client_storage\R2017_10_06\M171006_091733.lvm,925047,200952,191221,274368,1220
..\client_storage\R2017_10_06\M171006_091754.lvm,921119,203340,176333,268934,1043
..\client_storage\R2017_10_06\M171006_091801.lvm,920574,203896,186633,273729,1064
..\client_storage\R2017_10_06\M171006_091804.lvm,931045,204628,189537,271445,1146
..\client_storage\R2017_10_06\M171006_091807.lvm,930652,200428,185190,270652,1145
..\client_storage\R2017_10_06\M171006_091817.lvm,929487,200572,186566,275605,1172
..\client_storage\R2017_10_06\M171006_091832.lvm,923803,204368,189995,275230,1269
..\client_storage\R2017_10_06\M171006_091834.lvm,923737,201568,184060,270769,1291
..\client_storage\R2017_10_06\M171006_091918.lvm,923179,201160,182651,269582,1090
..\client_storage\R2017_10_06\M171006_091923.lvm,924201,200060,184053,271595,1246
..\client_storage\R2017_10_06\M171006_091926.lvm,927464,203840,189237,274405,1328
..\client_storage\R2017_10_06\M171006_091934.lvm,926786,202516,184142,269947,1325
..\client_storage\R2017_10_06\M171006_091946.lvm,930119,201268,178743,267825,1269
..\client_storage\R2017_10_06\M171006_091957.lvm,922678,203908,180326,271307,1202
..\client_storage\R2017_10_06\M171006_092007.lvm,922550,200864,178365,268060,1205
..\client_storage\R2017_10_06\M171006_092011.lvm,918217,205332,182352,272921,1191
..\client_storage\R2017_10_06\M171006_092013.lvm,921497,203496,188942,271855,1201
..\client_storage\R2017_10_06\M171006_092038.lvm,915099,201812,181957,271518,1244
..\client_storage\R2017_10_06\M171006_092054.lvm,917868,201904,183543,270287,1239
..\client_storage\R2017_10_06\M171006_092056.lvm,917770,202588,182810,270663,1215
..\client_storage\R2017_10_06\M171006_092114.lvm,921117,211028,204480,287141,1188
..\client_storage\R2017_10_06\M171006_092123.lvm,926143,203028,183886,270318,1095
..\client_storage\R2017_10_06\M171006_092132.lvm,928054,202776,184669,271655,1162
..\client_storage\R2017_10_06\M171006_092135.lvm,926990,196624,160216,258598,1096
..\client_storage\R2017_10_06\M171006_092210.lvm,924724,203452,182631,269917,1170
..\client_storage\R2017_10_06\M171006_092217.lvm,924760,199996,177886,266097,1094
..\client_storage\R2017_10_06\M171006_092224.lvm,923288,200968,177379,265794,1055
..\client_storage\R2017_10_06\M171006_092228.lvm,924549,201892,182998,271776,1174
..\client_storage\R2017_10_06\M171006_092229.lvm,927485,204132,181619,272945,1167
..\client_storage\R2017_10_06\M171006_092249.lvm,922710,202932,177451,268458,1092
..\client_storage\R2017_10_06\M171006_092252.lvm,930305,201988,184045,268808,1129
..\client_storage\R2017_10_06\M171006_092255.lvm,928251,203868,188405,273436,1277
..\client_storage\R2017_10_06\M171006_092257.lvm,927663,212884,209552,289355,1213
..\client_storage\R2017_10_06\M171006_092259.lvm,923321,204280,182902,270846,1124
..\client_storage\R2017_10_06\M171006_092303.lvm,924777,201408,177487,267179,993
..\client_storage\R2017_10_06\M171006_092310.lvm,925554,203072,181358,270518,973
..\client_storage\R2017_10_06\M171006_092315.lvm,924574,211236,194089,281777,1153
..\client_storage\R2017_10_06\M171006_092321.lvm,928530,202624,180251,267688,1120
..\client_storage\R2017_10_06\M171006_092324.lvm,917035,207652,189970,277771,1110
..\client_storage\R2017_10_06\M171006_092333.lvm,927683,202604,184698,269846,1035
..\client_storage\R2017_10_06\M171006_092402.lvm,923776,199496,176990,264378,1013
..\client_storage\R2017_10_06\M171006_092405.lvm,924686,203160,183364,271275,1088
..\client_storage\R2017_10_06\M171006_092408.lvm,924060,203812,187209,274314,1197
..\client_storage\R2017_10_06\M171006_092418.lvm,921777,214164,209632,292474,1231
..\client_storage\R2017_10_06\M171006_092431.lvm,922840,205280,182827,274203,1104
..\client_storage\R2017_10_06\M171006_092435.lvm,920679,213340,208859,289646,1193
..\client_storage\R2017_10_06\M171006_092457.lvm,926489,203280,184138,270705,1148
..\client_storage\R2017_10_06\M171006_092515.lvm,930990,197816,178025,265221,1182
..\client_storage\R2017_10_06\M171006_092518.lvm,931451,204024,183663,273957,1165
..\client_storage\R2017_10_06\M171006_092521.lvm,930425,199616,181973,269382,1163
..\client_storage\R2017_10_06\M171006_092529.lvm,933122,199932,176666,264686,1170
..\client_storage\R2017_10_06\M171006_092536.lvm,928331,205064,190622,274828,1281
..\client_storage\R2017_10_06\M171006_092539.lvm,929321,205780,190259,278305,1274
..\client_storage\R2017_10_06\M171006_092542.lvm,929904,210772,205241,285311,1220
..\client_storage\R2017_10_06\M171006_092545.lvm,932349,208580,198712,281010,1368
..\client_storage\R2017_10_06\M171006_092622.lvm,923506,202176,185403,273957,1253
..\client_storage\R2017_10_06\M171006_092635.lvm,923944,202964,179974,271511,1198
..\client_storage\R2017_10_06\M171006_092642.lvm,920936,208796,194626,281049,1205
..\client_storage\R2017_10_06\M171006_092659.lvm,924661,203048,185937,270716,1094
..\client_storage\R2017_10_06\M171006_092701.lvm,928969,206332,191126,276063,1288
..\client_storage\R2017_10_06\M171006_092715.lvm,925242,215684,209132,291454,1279
..\client_storage\R2017_10_06\M171006_092745.lvm,925529,200088,178281,271186,1214
..\client_storage\R2017_10_06\M171006_092754.lvm,925705,198708,182220,270097,1296
..\client_storage\R2017_10_06\M171006_092756.lvm,925693,202040,187589,273806,1225
..\client_storage\R2017_10_06\M171006_092810.lvm,924022,208596,192354,284616,1249
..\client_storage\R2017_10_06\M171006_092819.lvm,920894,203884,181166,272178,1134
..\client_storage\R2017_10_06\M171006_092839.lvm,923087,202984,182834,270011,1204
..\client_storage\R2017_10_06\M171006_092842.lvm,926002,202680,184019,270265,1206
..\client_storage\R2017_10_06\M171006_092853.lvm,926069,201236,180507,268927,1110
..\client_storage\R2017_10_06\M171006_092907.lvm,912096,206156,193697,280955,1171
..\client_storage\R2017_10_06\M171006_092912.lvm,926700,202560,193269,273960,1103
..\client_storage\R2017_10_06\M171006_092917.lvm,928559,203292,184967,271519,1179
..\client_storage\R2017_10_06\M171006_092924.lvm,931654,204184,187174,271643,1320
..\client_storage\R2017_10_06\M171006_092928.lvm,930213,203512,182031,273005,1283
..\client_storage\R2017_10_06\M171006_092956.lvm,928962,200696,181966,271454,1225
..\client_storage\R2017_10_06\M171006_093001.lvm,931336,202952,178602,268846,1240
..\client_storage\R2017_10_06\M171006_093003.lvm,923370,210132,196294,282747,1159
..\client_storage\R2017_10_06\M171006_093006.lvm,926839,205440,190885,276080,1151
..\client_storage\R2017_10_06\M171006_093024.lvm,919800,208068,193697,280246,1178
..\client_storage\R2017_10_06\M171006_093027.lvm,918855,202736,184921,273532,1201
..\client_storage\R2017_10_06\M171006_093034.lvm,925080,202152,185033,275886,1244
..\client_storage\R2017_10_06\M171006_093050.lvm,925872,200888,185338,272497,1321
..\client_storage\R2017_10_06\M171006_093114.lvm,926929,204516,195472,281594,1401
..\client_storage\R2017_10_06\M171006_093143.lvm,925848,204360,188238,276521,1374
..\client_storage\R2017_10_06\M171006_093146.lvm,925380,201864,182782,273761,1436
..\client_storage\R2017_10_06\M171006_093152.lvm,927234,201244,185509,273110,1325
..\client_storage\R2017_10_06\M171006_093156.lvm,927268,202852,186389,272850,1295
..\client_storage\R2017_10_06\M171006_093208.lvm,927050,203216,188027,275341,1365
..\client_storage\R2017_10_06\M171006_093223.lvm,926632,201924,183673,272319,1376
..\client_storage\R2017_10_06\M171006_093227.lvm,929509,200276,178121,266800,1324
..\client_storage\R2017_10_06\M171006_093235.lvm,922866,205796,192379,276303,1228
..\client_storage\R2017_10_06\M171006_093238.lvm,925082,203972,183210,271851,1218
..\client_storage\R2017_10_06\M171006_093244.lvm,925648,200868,173426,268737,1257
..\client_storage\R2017_10_06\M171006_093302.lvm,926103,202368,181373,271070,1262
..\client_storage\R2017_10_06\M171006_093310.lvm,929756,202804,186424,271859,1286
..\client_storage\R2017_10_06\M171006_093318.lvm,929763,202896,186853,272945,1231
..\client_storage\R2017_10_06\M171006_093320.lvm,929319,201392,179802,268603,1186
..\client_storage\R2017_10_06\M171006_093324.lvm,929564,199064,176114,269715,1162
..\client_storage\R2017_10_06\M171006_093336.lvm,925305,203836,186136,274036,1246
..\client_storage\R2017_10_06\M171006_093343.lvm,926640,200468,180790,271680,1325
..\client_storage\R2017_10_06\M171006_093402.lvm,927610,198432,181735,271061,1199
..\client_storage\R2017_10_06\M171006_093411.lvm,930648,201896,184743,269413,1316
..\client_storage\R2017_10_06\M171006_093415.lvm,927162,203912,186406,273546,1196
..\client_storage\R2017_10_06\M171006_093417.lvm,927035,201472,180669,270300,1188
..\client_storage\R2017_10_06\M171006_093424.lvm,920009,212384,203281,287977,1262
..\client_storage\R2017_10_06\M171006_093436.lvm,918818,213276,207789,290237,1184
..\client_storage\R2017_10_06\M171006_093442.lvm,927802,202304,181696,269057,1165
..\client_storage\R2017_10_06\M171006_093456.lvm,924003,202916,186230,271187,1163
..\client_storage\R2017_10_06\M171006_093500.lvm,924798,201232,180730,271979,1172
..\client_storage\R2017_10_06\M171006_093502.lvm,928430,201340,180069,267664,1097
..\client_storage\R2017_10_06\M171006_093519.lvm,927292,202828,187444,275305,1254
..\client_storage\R2017_10_06\M171006_093521.lvm,926162,203700,187858,274770,1362
..\client_storage\R2017_10_06\M171006_093525.lvm,928395,203808,189377,274848,1218
..\client_storage\R2017_10_06\M171006_093551.lvm,923650,217112,215251,297462,1260
..\client_storage\R2017_10_06\M171006_093559.lvm,922190,203836,185015,272819,1099
..\client_storage\R2017_10_06\M171006_093623.lvm,926231,203100,187856,271082,1098
..\client_storage\R2017_10_06\M171006_093626.lvm,930154,201392,177686,268767,1219
..\client_storage\R2017_10_06\M171006_093631.lvm,929630,199780,175786,266353,1140
..\client_storage\R2017_10_06\M171006_093639.lvm,928572,200960,182576,268267,1157
..\client_storage\R2017_10_06\M171006_093646.lvm,927780,203680,179625,270657,1304
..\client_storage\R2017_10_06\M171006_093717.lvm,924064,202200,178692,268962,1177
..\client_storage\R2017_10_06\M171006_093719.lvm,925348,202072,181823,270855,1208
..\client_storage\R2017_10_06\M171006_093732.lvm,927352,212624,210469,290821,1325
..\client_storage\R2017_10_06\M171006_093734.lvm,920880,210068,197317,283576,1271
..\client_storage\R2017_10_06\M171006_093737.lvm,923327,207856,193737,282524,1274
..\client_storage\R2017_10_06\M171006_093743.lvm,929364,203344,183933,271565,1195
..\client_storage\R2017_10_06\M171006_093819.lvm,917251,204164,183461,274142,1221
..\client_storage\R2017_10_06\M171006_093827.lvm,917672,214920,214562,292936,1248
..\client_storage\R2017_10_06\M171006_093836.lvm,923975,200396,184931,269571,1072
..\client_storage\R2017_10_06\M171006_093851.lvm,924264,209196,199075,284102,1232
..\client_storage\R2017_10_06\M171006_093856.lvm,925153,203936,183306,276495,1221
..\client_storage\R2017_10_06\M171006_093914.lvm,923143,203444,182395,270449,1200
..\client_storage\R2017_10_06\M171006_093926.lvm,922686,199932,174869,267327,1199
..\client_storage\R2017_10_06\M171006_093932.lvm,925283,203936,191077,273807,1301
..\client_storage\R2017_10_06\M171006_093939.lvm,924703,204284,189098,272418,1240
..\client_storage\R2017_10_06\M171006_093948.lvm,929189,200072,182740,264825,1198
..\client_storage\R2017_10_06\M171006_094000.lvm,928690,201116,184479,270580,1229
..\client_storage\R2017_10_06\M171006_094003.lvm,927264,198704,178938,269596,1196
..\client_storage\R2017_10_06\M171006_094018.lvm,927678,201668,184369,271766,1307
..\client_storage\R2017_10_06\M171006_094020.lvm,927315,200916,186185,272203,1317
..\client_storage\R2017_10_06\M171006_094021.lvm,927583,203112,188705,274800,1293
..\client_storage\R2017_10_06\M171006_094101.lvm,925810,201680,182757,273004,1301
..\client_storage\R2017_10_06\M171006_094103.lvm,928812,204012,191153,277422,1287
..\client_storage\R2017_10_06\M171006_094105.lvm,931665,199708,183529,270000,1181
..\client_storage\R2017_10_06\M171006_094119.lvm,928243,202556,184045,268754,1142
..\client_storage\R2017_10_06\M171006_094146.lvm,927400,201932,184181,271099,1238
..\client_storage\R2017_10_06\M171006_094159.lvm,929553,203196,185354,274248,1198
..\client_storage\R2017_10_06\M171006_094209.lvm,929591,204124,188571,271249,1201
..\client_storage\R2017_10_06\M171006_094214.lvm,929988,205488,188633,275232,1197
..\client_storage\R2017_10_06\M171006_094217.lvm,927849,204032,186023,274462,1264
..\client_storage\R2017_10_06\M171006_094220.lvm,923064,204496,182852,275576,1177
..\client_storage\R2017_10_06\M171006_094226.lvm,929969,198780,181849,269953,1174
..\client_storage\R2017_10_06\M171006_094232.lvm,923981,217148,219582,297008,1299
