file_name,original_size,lzma,bz2,zlib,wavelets 
..\client_storage\R2017_10_06\M171006_172053.lvm,936227,196776,182334,263534,1185
..\client_storage\R2017_10_06\M171006_172117.lvm,934915,193924,175482,259324,1049
..\client_storage\R2017_10_06\M171006_172121.lvm,935913,195524,171383,257394,1113
..\client_storage\R2017_10_06\M171006_172125.lvm,937386,198996,183796,266381,1334
..\client_storage\R2017_10_06\M171006_172131.lvm,937316,193744,182070,263592,1186
..\client_storage\R2017_10_06\M171006_172132.lvm,937121,197032,181305,266494,1223
..\client_storage\R2017_10_06\M171006_172141.lvm,936021,198980,177074,261919,1214
..\client_storage\R2017_10_06\M171006_172147.lvm,932886,200156,180063,266142,1164
..\client_storage\R2017_10_06\M171006_172151.lvm,928202,213208,210951,290239,1186
..\client_storage\R2017_10_06\M171006_172209.lvm,932708,203744,192189,272281,1228
..\client_storage\R2017_10_06\M171006_172238.lvm,936909,200984,184215,268132,1239
..\client_storage\R2017_10_06\M171006_172240.lvm,935374,195052,179967,261275,1253
..\client_storage\R2017_10_06\M171006_172313.lvm,929750,215868,217391,297108,1321
..\client_storage\R2017_10_06\M171006_172318.lvm,933272,201352,178223,269308,1234
..\client_storage\R2017_10_06\M171006_172336.lvm,922094,203488,183914,271038,1056
..\client_storage\R2017_10_06\M171006_172344.lvm,925314,200064,183039,273312,1267
..\client_storage\R2017_10_06\M171006_172349.lvm,924380,196732,169696,264991,1124
..\client_storage\R2017_10_06\M171006_172353.lvm,924391,200596,179764,270374,1102
..\client_storage\R2017_10_06\M171006_172400.lvm,924275,200684,178317,270735,1093
..\client_storage\R2017_10_06\M171006_172444.lvm,925045,196644,180864,270960,1106
..\client_storage\R2017_10_06\M171006_172452.lvm,934037,200824,190761,273568,1157
..\client_storage\R2017_10_06\M171006_172503.lvm,937170,202484,184899,271309,1174
..\client_storage\R2017_10_06\M171006_172522.lvm,935084,199040,177299,265295,1016
..\client_storage\R2017_10_06\M171006_172543.lvm,937297,198644,177338,261745,1355
..\client_storage\R2017_10_06\M171006_172544.lvm,937061,196408,177480,266761,1302
..\client_storage\R2017_10_06\M171006_172603.lvm,936819,194376,175480,263054,1162
..\client_storage\R2017_10_06\M171006_172606.lvm,937251,196588,178609,266608,1153
..\client_storage\R2017_10_06\M171006_172615.lvm,935777,198748,175117,262729,1114
..\client_storage\R2017_10_06\M171006_172624.lvm,937833,199156,177988,265503,1352
..\client_storage\R2017_10_06\M171006_172625.lvm,937082,198888,181529,260861,1379
..\client_storage\R2017_10_06\M171006_172654.lvm,933086,199500,187284,272565,1295
..\client_storage\R2017_10_06\M171006_172700.lvm,934354,199524,181841,264625,1272
..\client_storage\R2017_10_06\M171006_172716.lvm,932133,198984,183086,265982,1231
..\client_storage\R2017_10_06\M171006_172720.lvm,933160,200852,181349,265174,1253
..\client_storage\R2017_10_06\M171006_172726.lvm,933915,200708,180725,265604,1249
..\client_storage\R2017_10_06\M171006_172806.lvm,933024,195232,177082,265105,1102
..\client_storage\R2017_10_06\M171006_172811.lvm,934395,198964,174169,261667,1109
..\client_storage\R2017_10_06\M171006_172816.lvm,935642,198408,174283,262638,1244
..\client_storage\R2017_10_06\M171006_172823.lvm,933861,196356,172874,260048,1058
..\client_storage\R2017_10_06\M171006_172826.lvm,935242,200136,180359,266797,1135
..\client_storage\R2017_10_06\M171006_172830.lvm,928336,197252,166509,259390,1042
..\client_storage\R2017_10_06\M171006_172842.lvm,932977,200404,175950,264291,1146
..\client_storage\R2017_10_06\M171006_172848.lvm,935798,197912,170514,260269,1235
..\client_storage\R2017_10_06\M171006_172922.lvm,936305,196820,179850,265508,1129
..\client_storage\R2017_10_06\M171006_172931.lvm,936713,192884,170928,259711,1089
..\client_storage\R2017_10_06\M171006_172941.lvm,936313,201228,181871,265541,1240
..\client_storage\R2017_10_06\M171006_172946.lvm,932751,195772,164641,256671,1077
..\client_storage\R2017_10_06\M171006_172955.lvm,935400,199492,174806,265491,1108
..\client_storage\R2017_10_06\M171006_173024.lvm,935298,200100,183193,269340,1190
..\client_storage\R2017_10_06\M171006_173026.lvm,936248,202196,186320,267331,1298
..\client_storage\R2017_10_06\M171006_173028.lvm,937313,199132,187916,268972,1337
..\client_storage\R2017_10_06\M171006_173034.lvm,934264,202444,181659,268111,1138
..\client_storage\R2017_10_06\M171006_173059.lvm,936179,198348,174228,258748,1210
..\client_storage\R2017_10_06\M171006_173107.lvm,937071,198156,187634,268516,1247
..\client_storage\R2017_10_06\M171006_173109.lvm,936458,192916,175914,260817,1138
..\client_storage\R2017_10_06\M171006_173110.lvm,937654,195156,181632,265178,1300
..\client_storage\R2017_10_06\M171006_173123.lvm,936208,195572,183310,264891,1214
..\client_storage\R2017_10_06\M171006_173124.lvm,937030,201888,193226,268692,1255
..\client_storage\R2017_10_06\M171006_173126.lvm,935638,197720,178163,263135,1135
..\client_storage\R2017_10_06\M171006_173130.lvm,936958,198348,180588,263933,1264
..\client_storage\R2017_10_06\M171006_173148.lvm,936835,198652,180825,264332,1271
..\client_storage\R2017_10_06\M171006_173158.lvm,935635,200216,186539,267626,1219
..\client_storage\R2017_10_06\M171006_173206.lvm,937361,193308,178944,263050,1244
..\client_storage\R2017_10_06\M171006_173208.lvm,936743,194404,179093,262664,1279
..\client_storage\R2017_10_06\M171006_173218.lvm,931555,215220,219475,294897,1344
..\client_storage\R2017_10_06\M171006_173227.lvm,929080,203408,186133,273531,1207
..\client_storage\R2017_10_06\M171006_173236.lvm,926047,212168,207262,286514,1338
..\client_storage\R2017_10_06\M171006_173239.lvm,937150,196328,183359,269680,1248
..\client_storage\R2017_10_06\M171006_173242.lvm,935688,199072,171476,262945,1216
..\client_storage\R2017_10_06\M171006_173245.lvm,937470,194932,183298,265347,1347
..\client_storage\R2017_10_06\M171006_173253.lvm,937085,195736,184931,263882,1363
..\client_storage\R2017_10_06\M171006_173300.lvm,935504,195312,169617,259817,1213
..\client_storage\R2017_10_06\M171006_173308.lvm,936834,197092,175719,260741,1289
..\client_storage\R2017_10_06\M171006_173318.lvm,936992,194084,180940,262470,1335
..\client_storage\R2017_10_06\M171006_173337.lvm,935799,201984,184268,269565,1256
..\client_storage\R2017_10_06\M171006_173340.lvm,935582,197816,177110,262613,1214
..\client_storage\R2017_10_06\M171006_173350.lvm,932653,197388,172457,260186,1191
..\client_storage\R2017_10_06\M171006_173359.lvm,933003,201832,179135,265612,1195
..\client_storage\R2017_10_06\M171006_173401.lvm,932388,199476,180982,267956,1224
..\client_storage\R2017_10_06\M171006_173457.lvm,935618,201580,184479,266204,1224
..\client_storage\R2017_10_06\M171006_173500.lvm,935168,202072,173159,260509,1234
..\client_storage\R2017_10_06\M171006_173512.lvm,935556,194876,176416,261157,1126
..\client_storage\R2017_10_06\M171006_173520.lvm,936288,197456,179089,260819,1280
..\client_storage\R2017_10_06\M171006_173540.lvm,933671,201428,178741,265542,1252
..\client_storage\R2017_10_06\M171006_173542.lvm,935455,202600,187212,269939,1302
..\client_storage\R2017_10_06\M171006_173632.lvm,935024,193936,173868,259590,1094
..\client_storage\R2017_10_06\M171006_173641.lvm,936429,194572,177086,260195,1228
..\client_storage\R2017_10_06\M171006_173648.lvm,936218,194192,177433,260884,1307
..\client_storage\R2017_10_06\M171006_173655.lvm,935581,199392,177806,264102,1248
..\client_storage\R2017_10_06\M171006_173700.lvm,928765,204772,192555,275277,1211
..\client_storage\R2017_10_06\M171006_173703.lvm,925701,195024,179803,266700,1131
..\client_storage\R2017_10_06\M171006_173715.lvm,925462,198568,181871,269324,1157
..\client_storage\R2017_10_06\M171006_173717.lvm,924857,201764,181225,271488,1135
..\client_storage\R2017_10_06\M171006_173726.lvm,926037,195492,178162,268973,1160
..\client_storage\R2017_10_06\M171006_173727.lvm,928072,198164,186427,273475,1218
..\client_storage\R2017_10_06\M171006_173733.lvm,934388,196260,169345,257866,1134
..\client_storage\R2017_10_06\M171006_173745.lvm,935515,194168,173671,258015,1195
..\client_storage\R2017_10_06\M171006_173751.lvm,936036,193436,177137,260570,1160
..\client_storage\R2017_10_06\M171006_173754.lvm,937269,198272,182112,263450,1292
..\client_storage\R2017_10_06\M171006_173802.lvm,936255,199420,179969,262754,1227
..\client_storage\R2017_10_06\M171006_173818.lvm,936925,191872,176115,261064,1167
..\client_storage\R2017_10_06\M171006_173835.lvm,931772,201188,176469,267728,1173
..\client_storage\R2017_10_06\M171006_173845.lvm,927372,205292,198219,276753,1183
..\client_storage\R2017_10_06\M171006_173855.lvm,927159,213616,213545,290591,1200
..\client_storage\R2017_10_06\M171006_173905.lvm,930517,194936,174381,260712,960
..\client_storage\R2017_10_06\M171006_173911.lvm,931604,199896,179049,263830,1097
..\client_storage\R2017_10_06\M171006_173942.lvm,931509,206336,192708,275896,1162
..\client_storage\R2017_10_06\M171006_173944.lvm,932901,197336,177649,266766,1203
..\client_storage\R2017_10_06\M171006_173950.lvm,931986,199196,174059,261881,1178
..\client_storage\R2017_10_06\M171006_174021.lvm,928489,200932,178897,269486,1111
..\client_storage\R2017_10_06\M171006_174031.lvm,925034,199928,180032,267316,1134
..\client_storage\R2017_10_06\M171006_174052.lvm,934894,196172,179412,260697,1245
..\client_storage\R2017_10_06\M171006_174102.lvm,936351,196120,175462,259799,1296
..\client_storage\R2017_10_06\M171006_174111.lvm,937655,200628,185565,263534,1418
..\client_storage\R2017_10_06\M171006_174113.lvm,937077,197720,174466,260354,1377
..\client_storage\R2017_10_06\M171006_174121.lvm,936310,194576,178386,262151,1363
..\client_storage\R2017_10_06\M171006_174156.lvm,934098,198400,172458,262543,1209
..\client_storage\R2017_10_06\M171006_174159.lvm,934511,204784,190795,272694,1302
..\client_storage\R2017_10_06\M171006_174202.lvm,926847,214632,212797,292677,1240
..\client_storage\R2017_10_06\M171006_174204.lvm,928926,216552,220442,297794,1168
..\client_storage\R2017_10_06\M171006_174208.lvm,936573,196260,187491,268998,1391
..\client_storage\R2017_10_06\M171006_174217.lvm,937605,201292,181138,266450,1369
..\client_storage\R2017_10_06\M171006_174222.lvm,936944,194800,179051,262030,1285
..\client_storage\R2017_10_06\M171006_174232.lvm,935151,199500,185228,268960,1262
..\client_storage\R2017_10_06\M171006_174239.lvm,933672,205580,203946,282998,1225
..\client_storage\R2017_10_06\M171006_174243.lvm,934137,199336,169958,260022,1260
..\client_storage\R2017_10_06\M171006_174246.lvm,936815,195688,182779,265323,1421
..\client_storage\R2017_10_06\M171006_174247.lvm,936282,192832,176153,260380,1357
..\client_storage\R2017_10_06\M171006_174301.lvm,935958,196896,176033,262365,1123
..\client_storage\R2017_10_06\M171006_174327.lvm,934820,196328,181666,267919,1105
..\client_storage\R2017_10_06\M171006_174337.lvm,935740,200924,181706,266996,1256
..\client_storage\R2017_10_06\M171006_174339.lvm,937173,194400,180827,263695,1415
..\client_storage\R2017_10_06\M171006_174344.lvm,937100,200084,180599,265227,1360
..\client_storage\R2017_10_06\M171006_174351.lvm,935647,197372,176865,260021,1265
..\client_storage\R2017_10_06\M171006_174352.lvm,936251,200716,182819,264015,1280
..\client_storage\R2017_10_06\M171006_174354.lvm,936805,200520,183881,264590,1287
..\client_storage\R2017_10_06\M171006_174356.lvm,935988,196612,177701,262787,1279
..\client_storage\R2017_10_06\M171006_174402.lvm,935301,198652,182796,265004,1145
..\client_storage\R2017_10_06\M171006_174404.lvm,936579,199072,180276,263961,1189
..\client_storage\R2017_10_06\M171006_174410.lvm,936715,201784,192385,268072,1345
..\client_storage\R2017_10_06\M171006_174428.lvm,935814,201796,183269,268312,1263
..\client_storage\R2017_10_06\M171006_174435.lvm,935799,200220,185022,267083,1206
..\client_storage\R2017_10_06\M171006_174458.lvm,935288,195116,180275,264146,1117
..\client_storage\R2017_10_06\M171006_174501.lvm,935908,196992,177099,260835,1119
..\client_storage\R2017_10_06\M171006_174507.lvm,937198,199160,178466,265007,1309
..\client_storage\R2017_10_06\M171006_174513.lvm,937024,191616,174399,257643,1293
..\client_storage\R2017_10_06\M171006_174521.lvm,936222,198804,183739,266207,1279
..\client_storage\R2017_10_06\M171006_174527.lvm,936288,194652,178726,259548,1222
..\client_storage\R2017_10_06\M171006_174534.lvm,937544,196524,184828,264346,1430
..\client_storage\R2017_10_06\M171006_174540.lvm,930097,214844,225650,298874,1404
..\client_storage\R2017_10_06\M171006_174552.lvm,937104,197224,187989,269593,1320
..\client_storage\R2017_10_06\M171006_174604.lvm,933636,197596,177548,260265,1005
..\client_storage\R2017_10_06\M171006_174610.lvm,931978,198604,182048,264083,1119
..\client_storage\R2017_10_06\M171006_174614.lvm,932678,198740,180731,264022,1053
..\client_storage\R2017_10_06\M171006_174615.lvm,935765,197644,172998,257643,1157
..\client_storage\R2017_10_06\M171006_174632.lvm,936963,198604,182753,264314,1308
..\client_storage\R2017_10_06\M171006_174643.lvm,931637,198616,176317,263917,1131
..\client_storage\R2017_10_06\M171006_174717.lvm,933862,198648,180593,265673,1035
..\client_storage\R2017_10_06\M171006_174720.lvm,934508,197748,176764,262369,1086
..\client_storage\R2017_10_06\M171006_174726.lvm,934868,195556,178352,262524,1054
..\client_storage\R2017_10_06\M171006_174738.lvm,934782,194416,178077,262448,1009
..\client_storage\R2017_10_06\M171006_174747.lvm,927094,213460,207418,287883,1235
..\client_storage\R2017_10_06\M171006_174802.lvm,936859,196124,177403,260720,1298
..\client_storage\R2017_10_06\M171006_174813.lvm,932983,196860,172541,262299,1112
..\client_storage\R2017_10_06\M171006_174816.lvm,932225,196268,177451,265664,1127
..\client_storage\R2017_10_06\M171006_174821.lvm,934589,199144,174759,263659,1086
..\client_storage\R2017_10_06\M171006_174848.lvm,935054,198352,176504,263255,1056
..\client_storage\R2017_10_06\M171006_174920.lvm,935684,200248,183209,265437,1210
..\client_storage\R2017_10_06\M171006_174926.lvm,935916,198068,185100,269585,1252
..\client_storage\R2017_10_06\M171006_174932.lvm,936973,199500,183817,269206,1278
..\client_storage\R2017_10_06\M171006_174939.lvm,935432,210280,208712,284807,1287
..\client_storage\R2017_10_06\M171006_174943.lvm,933334,199844,176965,265427,1106
..\client_storage\R2017_10_06\M171006_175029.lvm,936499,194556,182748,262486,1371
..\client_storage\R2017_10_06\M171006_175036.lvm,937538,198616,180248,263130,1354
..\client_storage\R2017_10_06\M171006_175110.lvm,935457,199528,182980,265351,1167
..\client_storage\R2017_10_06\M171006_175112.lvm,934905,198108,184277,268138,1186
..\client_storage\R2017_10_06\M171006_175124.lvm,936777,194836,182023,263504,1236
..\client_storage\R2017_10_06\M171006_175127.lvm,937473,198140,185945,263369,1325
..\client_storage\R2017_10_06\M171006_175132.lvm,936841,197848,182390,265506,1205
..\client_storage\R2017_10_06\M171006_175156.lvm,936815,199064,183602,262776,1341
..\client_storage\R2017_10_06\M171006_175201.lvm,936548,195104,178262,260339,1334
..\client_storage\R2017_10_06\M171006_175224.lvm,934070,203644,190467,279532,1219
..\client_storage\R2017_10_06\M171006_175250.lvm,937131,195020,178419,265667,1217
..\client_storage\R2017_10_06\M171006_175255.lvm,937480,194024,178619,259493,1400
..\client_storage\R2017_10_06\M171006_175257.lvm,934415,199868,178143,264289,1253
..\client_storage\R2017_10_06\M171006_175303.lvm,933724,200548,182046,264983,1132
..\client_storage\R2017_10_06\M171006_175313.lvm,934337,199128,180543,264296,1195
..\client_storage\R2017_10_06\M171006_175325.lvm,934643,198072,174735,263431,1117
..\client_storage\R2017_10_06\M171006_175352.lvm,935588,198300,173845,258214,1174
..\client_storage\R2017_10_06\M171006_175409.lvm,937042,200212,184189,265350,1266
..\client_storage\R2017_10_06\M171006_175412.lvm,937058,195644,182349,266639,1302
..\client_storage\R2017_10_06\M171006_175418.lvm,936381,202144,182685,268779,1263
..\client_storage\R2017_10_06\M171006_175423.lvm,936485,195212,179025,266903,1157
..\client_storage\R2017_10_06\M171006_175432.lvm,936630,205216,190855,272875,1432
..\client_storage\R2017_10_06\M171006_175445.lvm,930091,206352,194064,276210,1180
..\client_storage\R2017_10_06\M171006_175501.lvm,936325,198072,189705,269928,1263
..\client_storage\R2017_10_06\M171006_175509.lvm,936257,197616,174760,263238,1229
..\client_storage\R2017_10_06\M171006_175518.lvm,936291,196344,173320,261367,1256
..\client_storage\R2017_10_06\M171006_175524.lvm,936813,192988,174941,260520,1231
..\client_storage\R2017_10_06\M171006_175529.lvm,937577,197872,180217,263853,1231
..\client_storage\R2017_10_06\M171006_175531.lvm,938414,197940,186543,271494,1180
..\client_storage\R2017_10_06\M171006_175534.lvm,937649,198104,187811,268117,1418
..\client_storage\R2017_10_06\M171006_175554.lvm,937309,200064,185257,267371,1344
..\client_storage\R2017_10_06\M171006_175605.lvm,936747,195436,184129,267072,1188
..\client_storage\R2017_10_06\M171006_175626.lvm,935338,201460,180236,266629,1167
..\client_storage\R2017_10_06\M171006_175630.lvm,924666,212080,212512,288640,1202
..\client_storage\R2017_10_06\M171006_175638.lvm,936340,199676,182419,264393,1284
..\client_storage\R2017_10_06\M171006_175711.lvm,937228,198448,180325,264063,1202
..\client_storage\R2017_10_06\M171006_175731.lvm,934374,196588,173209,261999,1092
..\client_storage\R2017_10_06\M171006_175737.lvm,936334,200036,181898,264833,1228
..\client_storage\R2017_10_06\M171006_175740.lvm,936731,193624,174509,263540,1267
..\client_storage\R2017_10_06\M171006_175745.lvm,936008,200776,184710,265940,1244
..\client_storage\R2017_10_06\M171006_175747.lvm,935971,193672,162771,253335,1198
..\client_storage\R2017_10_06\M171006_175751.lvm,936926,199540,172343,258351,1235
..\client_storage\R2017_10_06\M171006_175754.lvm,934906,203572,186707,270865,1198
..\client_storage\R2017_10_06\M171006_175812.lvm,936019,201972,182559,269051,1281
..\client_storage\R2017_10_06\M171006_175815.lvm,935884,200540,184194,267300,1259
..\client_storage\R2017_10_06\M171006_175847.lvm,935970,195492,180921,264535,1158
..\client_storage\R2017_10_06\M171006_175848.lvm,929649,208640,196972,278549,1260
..\client_storage\R2017_10_06\M171006_175854.lvm,937299,196924,187571,269309,1372
..\client_storage\R2017_10_06\M171006_175857.lvm,928580,217692,223399,302839,1331
..\client_storage\R2017_10_06\M171006_175904.lvm,936077,200164,183142,266595,1237
..\client_storage\R2017_10_06\M171006_175918.lvm,936670,194576,180091,262260,1284
..\client_storage\R2017_10_06\M171006_175923.lvm,935479,199928,178320,265335,1288
..\client_storage\R2017_10_06\M171006_175925.lvm,934526,199588,176327,262283,1224
..\client_storage\R2017_10_06\M171006_175934.lvm,936054,194116,178579,261795,1221
..\client_storage\R2017_10_06\M171006_180001.lvm,934250,194576,174917,264254,1107
..\client_storage\R2017_10_06\M171006_180039.lvm,936092,194164,178191,264847,1158
..\client_storage\R2017_10_06\M171006_180044.lvm,936077,196236,175464,260466,1143
..\client_storage\R2017_10_06\M171006_180054.lvm,935249,197656,178677,265251,1231
..\client_storage\R2017_10_06\M171006_180103.lvm,934429,201836,184520,267151,1193
..\client_storage\R2017_10_06\M171006_180119.lvm,930451,195724,173702,263280,995
..\client_storage\R2017_10_06\M171006_180123.lvm,929116,199052,175888,264309,1150
..\client_storage\R2017_10_06\M171006_180138.lvm,927359,200668,173941,264042,1114
..\client_storage\R2017_10_06\M171006_180244.lvm,935472,199844,186379,268222,1155
..\client_storage\R2017_10_06\M171006_180302.lvm,936945,199808,188417,266919,1468
..\client_storage\R2017_10_06\M171006_180304.lvm,924745,213092,214615,292152,1236
..\client_storage\R2017_10_06\M171006_180321.lvm,935322,202748,194469,271130,1195
..\client_storage\R2017_10_06\M171006_180332.lvm,936368,197400,177921,260039,1240
..\client_storage\R2017_10_06\M171006_180410.lvm,933478,199300,172440,262485,1154
..\client_storage\R2017_10_06\M171006_180414.lvm,932105,198652,174483,263288,1156
..\client_storage\R2017_10_06\M171006_180419.lvm,930745,201036,177740,266807,1168
..\client_storage\R2017_10_06\M171006_180429.lvm,935676,200564,184118,265711,1354
..\client_storage\R2017_10_06\M171006_180436.lvm,936708,193312,179263,260979,1292
..\client_storage\R2017_10_06\M171006_180512.lvm,928450,203948,189648,273695,1203
..\client_storage\R2017_10_06\M171006_180623.lvm,929892,203232,180994,267211,1076
..\client_storage\R2017_10_06\M171006_180631.lvm,930945,214292,197365,290328,1245
..\client_storage\R2017_10_06\M171006_180655.lvm,935973,193784,176259,261591,1140
..\client_storage\R2017_10_06\M171006_180657.lvm,936371,198212,186604,268800,1273
..\client_storage\R2017_10_06\M171006_180704.lvm,936842,200776,182865,266558,1321
..\client_storage\R2017_10_06\M171006_180710.lvm,935964,199784,180003,262842,1172
..\client_storage\R2017_10_06\M171006_180733.lvm,936258,194780,172462,258581,1178
..\client_storage\R2017_10_06\M171006_180737.lvm,936151,198544,178959,264244,1250
..\client_storage\R2017_10_06\M171006_180744.lvm,934189,200236,180794,263851,1249
..\client_storage\R2017_10_06\M171006_180801.lvm,935953,201404,185742,269426,1238
..\client_storage\R2017_10_06\M171006_180803.lvm,936701,199048,181674,264950,1305
..\client_storage\R2017_10_06\M171006_180804.lvm,936848,197184,184762,266971,1279
..\client_storage\R2017_10_06\M171006_180806.lvm,935858,196100,180997,263449,1327
..\client_storage\R2017_10_06\M171006_180848.lvm,936064,198300,178488,260249,1174
..\client_storage\R2017_10_06\M171006_180850.lvm,934881,198780,178282,263048,1223
..\client_storage\R2017_10_06\M171006_180913.lvm,935496,201308,182260,265694,1174
..\client_storage\R2017_10_06\M171006_180924.lvm,937382,198332,180976,264258,1242
..\client_storage\R2017_10_06\M171006_180935.lvm,936856,196764,175140,260439,1187
..\client_storage\R2017_10_06\M171006_180947.lvm,926191,209728,200893,281925,1168
..\client_storage\R2017_10_06\M171006_180953.lvm,936491,204396,204050,278854,1434
..\client_storage\R2017_10_06\M171006_180959.lvm,933435,198384,178757,265437,1127
..\client_storage\R2017_10_06\M171006_181010.lvm,922999,208940,204415,282704,1240
..\client_storage\R2017_10_06\M171006_181018.lvm,933066,197084,161409,259254,1065
..\client_storage\R2017_10_06\M171006_181021.lvm,935522,196500,184894,265348,1210
..\client_storage\R2017_10_06\M171006_181124.lvm,929250,212072,212984,291368,1288
..\client_storage\R2017_10_06\M171006_181142.lvm,933634,199572,181350,267026,1228
..\client_storage\R2017_10_06\M171006_181151.lvm,935743,193600,176080,261177,1333
..\client_storage\R2017_10_06\M171006_181200.lvm,936913,195584,181494,263786,1315
..\client_storage\R2017_10_06\M171006_181212.lvm,935564,199748,176717,265373,1110
..\client_storage\R2017_10_06\M171006_181219.lvm,937350,200064,180605,266524,1284
..\client_storage\R2017_10_06\M171006_181229.lvm,935543,199296,178024,264807,1153
..\client_storage\R2017_10_06\M171006_181235.lvm,937105,199244,186269,265761,1373
..\client_storage\R2017_10_06\M171006_181255.lvm,935731,195780,177199,263378,1145
..\client_storage\R2017_10_06\M171006_181303.lvm,936205,194916,181081,263164,1252
..\client_storage\R2017_10_06\M171006_181328.lvm,929742,201204,184044,271736,1197
..\client_storage\R2017_10_06\M171006_181330.lvm,934441,200080,187753,266124,1244
..\client_storage\R2017_10_06\M171006_181343.lvm,936957,195232,177243,259625,1289
..\client_storage\R2017_10_06\M171006_181353.lvm,937287,198344,184417,265208,1283
..\client_storage\R2017_10_06\M171006_181357.lvm,933401,198392,185525,269249,1187
..\client_storage\R2017_10_06\M171006_181359.lvm,932805,195704,172761,262175,1158
..\client_storage\R2017_10_06\M171006_181404.lvm,933617,199648,179800,266691,1140
..\client_storage\R2017_10_06\M171006_181515.lvm,933637,197368,181339,266575,1202
..\client_storage\R2017_10_06\M171006_181520.lvm,936704,195584,177203,261579,1240
..\client_storage\R2017_10_06\M171006_181526.lvm,935596,198632,182350,263944,1211
..\client_storage\R2017_10_06\M171006_181532.lvm,936650,196704,178985,260629,1302
..\client_storage\R2017_10_06\M171006_181538.lvm,934345,202924,177322,265252,1244
..\client_storage\R2017_10_06\M171006_181540.lvm,935955,201808,186283,268311,1246
..\client_storage\R2017_10_06\M171006_181544.lvm,935794,200212,181091,264394,1275
..\client_storage\R2017_10_06\M171006_181556.lvm,927389,215492,222879,297764,1342
..\client_storage\R2017_10_06\M171006_181618.lvm,933534,201240,180507,268317,1245
..\client_storage\R2017_10_06\M171006_181624.lvm,933741,202224,184277,269284,1141
..\client_storage\R2017_10_06\M171006_181629.lvm,934857,201756,184045,269272,1184
..\client_storage\R2017_10_06\M171006_181637.lvm,936633,195724,187435,266087,1272
..\client_storage\R2017_10_06\M171006_181642.lvm,937016,199572,186120,265884,1305
..\client_storage\R2017_10_06\M171006_181652.lvm,934918,198624,178504,260484,1187
..\client_storage\R2017_10_06\M171006_181659.lvm,934118,197296,174795,264467,1092
..\client_storage\R2017_10_06\M171006_181707.lvm,936683,198504,181155,264149,1227
..\client_storage\R2017_10_06\M171006_181711.lvm,928966,201772,186839,270560,1193
..\client_storage\R2017_10_06\M171006_181737.lvm,935896,197044,177958,260580,1269
..\client_storage\R2017_10_06\M171006_181740.lvm,937114,198120,180830,262050,1368
..\client_storage\R2017_10_06\M171006_181744.lvm,929003,202052,181300,267529,1127
..\client_storage\R2017_10_06\M171006_181757.lvm,932040,202244,183538,271158,1131
..\client_storage\R2017_10_06\M171006_181759.lvm,936232,201812,187913,271085,1216
..\client_storage\R2017_10_06\M171006_181805.lvm,937362,201568,188016,267149,1254
..\client_storage\R2017_10_06\M171006_181811.lvm,935679,197776,179506,263148,1224
..\client_storage\R2017_10_06\M171006_181840.lvm,937451,196800,179956,262238,1301
..\client_storage\R2017_10_06\M171006_181906.lvm,933370,199212,180578,265825,1276
..\client_storage\R2017_10_06\M171006_181925.lvm,928742,215624,222176,298215,1338
..\client_storage\R2017_10_06\M171006_181952.lvm,936566,193800,176011,262912,1204
..\client_storage\R2017_10_06\M171006_181956.lvm,936744,198248,174037,261765,1166
..\client_storage\R2017_10_06\M171006_182044.lvm,934719,196248,168121,261463,1260
..\client_storage\R2017_10_06\M171006_182100.lvm,936391,196148,178707,264723,1268
..\client_storage\R2017_10_06\M171006_182107.lvm,935061,199884,188543,269100,1212
..\client_storage\R2017_10_06\M171006_182112.lvm,936580,201424,186175,267629,1288
..\client_storage\R2017_10_06\M171006_182129.lvm,927783,213728,210025,290618,1226
..\client_storage\R2017_10_06\M171006_182138.lvm,936741,200400,180538,266653,1281
..\client_storage\R2017_10_06\M171006_182140.lvm,936945,198192,182315,261633,1345
..\client_storage\R2017_10_06\M171006_182217.lvm,933074,198008,181450,265770,1238
..\client_storage\R2017_10_06\M171006_182220.lvm,934146,199004,179263,263237,1175
..\client_storage\R2017_10_06\M171006_182243.lvm,922775,219196,228220,304762,1344
..\client_storage\R2017_10_06\M171006_182323.lvm,932030,203532,182494,271091,1065
..\client_storage\R2017_10_06\M171006_182329.lvm,933756,200996,185412,270796,1190
..\client_storage\R2017_10_06\M171006_182340.lvm,936576,199832,178521,266709,1210
..\client_storage\R2017_10_06\M171006_182355.lvm,935437,198872,187811,270766,1251
..\client_storage\R2017_10_06\M171006_182359.lvm,935759,195444,181532,266887,1137
..\client_storage\R2017_10_06\M171006_182421.lvm,936823,198832,183375,266487,1183
..\client_storage\R2017_10_06\M171006_182436.lvm,936264,197424,179766,265444,1116
..\client_storage\R2017_10_06\M171006_182510.lvm,929580,213732,217172,290996,1333
..\client_storage\R2017_10_06\M171006_182531.lvm,937194,196948,189550,268169,1324
..\client_storage\R2017_10_06\M171006_182534.lvm,936496,199636,178317,263679,1263
..\client_storage\R2017_10_06\M171006_182538.lvm,936469,200716,182827,266704,1273
..\client_storage\R2017_10_06\M171006_182540.lvm,936873,198456,185336,267992,1279
..\client_storage\R2017_10_06\M171006_182548.lvm,937111,194824,180441,261963,1284
..\client_storage\R2017_10_06\M171006_182550.lvm,936938,194440,172695,257281,1206
..\client_storage\R2017_10_06\M171006_182604.lvm,937044,199348,182335,264926,1294
